#No.: ETA value [eV], spt, dt
No.1831: 0.176027, 46.99999999999989, 20.0
No.1832: 0.176031, 47.19999999999989, 20.0
No.1833: 0.176032, 47.39999999999989, 20.0
No.1834: 0.17599, 47.599999999999895, 20.0
No.1835: 0.175893, 47.79999999999989, 20.0
No.1836: 0.175863, 47.999999999999886, 20.0
No.1837: 0.175813, 48.19999999999989, 20.0
No.1838: 0.175713, 48.39999999999989, 20.0
No.1839: 0.17564, 48.59999999999989, 20.0
No.1840: 0.175522, 48.79999999999988, 20.0
No.1841: 0.175432, 48.999999999999886, 20.0
No.1842: 0.17531, 49.19999999999989, 20.0
No.1843: 0.175132, 49.399999999999885, 20.0
No.1844: 0.174976, 49.59999999999988, 20.0
No.1845: 0.174801, 49.79999999999988, 20.0
No.1846: 0.174637, 49.999999999999886, 20.0
No.1847: 0.17441, 50.19999999999988, 20.0
No.1848: 0.174188, 50.39999999999988, 20.0
No.1849: 0.173977, 50.59999999999988, 20.0
No.1850: 0.173651, 50.79999999999988, 20.0
No.1851: 0.173412, 50.99999999999988, 20.0
No.1852: 0.173105, 51.199999999999875, 20.0
No.1853: 0.172748, 51.39999999999988, 20.0
No.1854: 0.172377, 51.59999999999988, 20.0
No.1855: 0.172024, 51.799999999999876, 20.0
No.1856: 0.17161, 51.99999999999987, 20.0
No.1857: 0.171189, 52.199999999999875, 20.0
No.1858: 0.170728, 52.39999999999988, 20.0
No.1859: 0.170217, 52.59999999999987, 20.0
No.1860: 0.169698, 52.79999999999987, 20.0
No.1861: 0.169102, 52.99999999999987, 20.0
No.1862: 0.168484, 53.199999999999875, 20.0
No.1863: 0.167873, 53.39999999999987, 20.0
No.1864: 0.167169, 53.599999999999866, 20.0
No.1865: 0.166444, 53.79999999999987, 20.0
No.1866: 0.165724, 53.99999999999987, 20.0
No.1867: 0.164871, 54.19999999999987, 20.0
No.1868: 0.16403, 54.399999999999864, 20.0
No.1869: 0.163121, 54.599999999999866, 20.0
No.1870: 0.162179, 54.79999999999987, 20.0
No.1871: 0.161156, 54.999999999999865, 20.0
No.1872: 0.160058, 55.19999999999986, 20.0
No.1873: 0.158949, 55.399999999999864, 20.0
No.1874: 0.157719, 55.599999999999866, 20.0
No.1875: 0.156504, 55.79999999999986, 20.0
No.1876: 0.155161, 55.99999999999986, 20.0
No.1877: 0.153788, 56.19999999999986, 20.0
No.1878: 0.152334, 56.399999999999864, 20.0
No.1879: 0.15079, 56.59999999999986, 20.0
No.1880: 0.149193, 56.799999999999855, 20.0
No.1881: 0.147523, 56.99999999999986, 20.0
No.1882: 0.145832, 57.19999999999986, 20.0
No.1883: 0.143997, 57.39999999999986, 20.0
No.1884: 0.142108, 57.59999999999985, 20.0
No.1885: 0.140196, 57.799999999999855, 20.0
No.1886: 0.138174, 57.99999999999986, 20.0
No.1887: 0.136117, 58.199999999999854, 20.0
No.1888: 0.133952, 58.39999999999985, 20.0
No.1889: 0.131752, 58.59999999999985, 20.0
No.1890: 0.129427, 58.799999999999855, 20.0
No.1891: 0.127081, 58.99999999999985, 20.0
No.1892: 0.1246, 59.19999999999985, 20.0
No.1893: 0.122114, 59.39999999999985, 20.0
No.1894: 0.119472, 59.59999999999985, 20.0
No.1895: 0.116843, 59.79999999999985, 20.0
No.1896: 0.114161, 59.999999999999844, 20.0
No.1897: 0.111414, 60.19999999999985, 20.0
No.1898: 0.108575, 60.39999999999985, 20.0
No.1899: 0.105776, 60.599999999999845, 20.0
No.1900: 0.102845, 60.79999999999984, 20.0
No.1901: 0.09998, 60.999999999999844, 20.0
No.1902: 0.097728, 61.19999999999985, 20.0
No.1903: 0.096096, 61.39999999999984, 20.0
No.1904: 0.095514, 61.59999999999984, 20.0
No.1905: 0.095579, 61.79999999999984, 20.0
No.1906: 0.096227, 61.999999999999844, 20.0
No.1907: 0.097161, 62.19999999999984, 20.0
No.1908: 0.098519, 62.399999999999835, 20.0
No.1909: 0.100323, 62.59999999999984, 20.0
No.1910: 0.102577, 62.79999999999984, 20.0
No.1911: 0.105166, 62.99999999999984, 20.0
No.1912: 0.108219, 63.19999999999983, 20.0
No.1913: 0.111534, 63.399999999999835, 20.0
No.1914: 0.115246, 63.59999999999984, 20.0
No.1915: 0.119936, 63.799999999999834, 20.0
No.1916: 0.124845, 63.99999999999983, 20.0
No.1917: 0.13004, 64.19999999999983, 20.0
No.1918: 0.135357, 64.39999999999984, 20.0
No.1919: 0.140882, 64.59999999999982, 20.0
No.1920: 0.146617, 64.79999999999983, 20.0

No.1921: 0.146617, 17.0, 21.0
No.1922: 0.146617, 17.2, 21.0
No.1923: 0.146617, 17.4, 21.0
No.1924: 0.176845, 17.599999999999998, 21.0
No.1925: 0.176845, 17.799999999999997, 21.0
No.1926: 0.17529, 17.999999999999996, 21.0
No.1927: 0.17449, 18.199999999999996, 21.0
No.1928: 0.17371, 18.399999999999995, 21.0
No.1929: 0.17371, 18.599999999999994, 21.0
No.1930: 0.172166, 18.799999999999994, 21.0
No.1931: 0.171439, 18.999999999999993, 21.0
No.1932: 0.170668, 19.199999999999992, 21.0
No.1933: 0.169926, 19.39999999999999, 21.0
No.1934: 0.169161, 19.59999999999999, 21.0
No.1935: 0.168399, 19.79999999999999, 21.0
No.1936: 0.167648, 19.99999999999999, 21.0
No.1937: 0.166897, 20.19999999999999, 21.0
No.1938: 0.166206, 20.399999999999988, 21.0
No.1939: 0.165481, 20.599999999999987, 21.0
No.1940: 0.164791, 20.799999999999986, 21.0
No.1941: 0.164076, 20.999999999999986, 21.0
No.1942: 0.163333, 21.199999999999985, 21.0
No.1943: 0.162663, 21.399999999999984, 21.0
No.1944: 0.161971, 21.599999999999984, 21.0
No.1945: 0.161316, 21.799999999999983, 21.0
No.1946: 0.160619, 21.999999999999982, 21.0
No.1947: 0.159951, 22.19999999999998, 21.0
No.1948: 0.15934, 22.39999999999998, 21.0
No.1949: 0.158653, 22.59999999999998, 21.0
No.1950: 0.158062, 22.79999999999998, 21.0
No.1951: 0.157431, 22.99999999999998, 21.0
No.1952: 0.156761, 23.199999999999978, 21.0
No.1953: 0.156088, 23.399999999999977, 21.0
No.1954: 0.155441, 23.599999999999977, 21.0
No.1955: 0.154827, 23.799999999999976, 21.0
No.1956: 0.15422, 23.999999999999975, 21.0
No.1957: 0.153607, 24.199999999999974, 21.0
No.1958: 0.153041, 24.399999999999974, 21.0
No.1959: 0.152431, 24.599999999999973, 21.0
No.1960: 0.151849, 24.799999999999972, 21.0
No.1961: 0.151261, 24.99999999999997, 21.0
No.1962: 0.15068, 25.19999999999997, 21.0
No.1963: 0.150127, 25.39999999999997, 21.0
No.1964: 0.149577, 25.59999999999997, 21.0
No.1965: 0.149054, 25.79999999999997, 21.0
No.1966: 0.148588, 25.999999999999968, 21.0
No.1967: 0.148107, 26.199999999999967, 21.0
No.1968: 0.147654, 26.399999999999967, 21.0
No.1969: 0.147215, 26.599999999999966, 21.0
No.1970: 0.146815, 26.799999999999965, 21.0
No.1971: 0.146415, 26.999999999999964, 21.0
No.1972: 0.14608, 27.199999999999964, 21.0
No.1973: 0.145793, 27.399999999999963, 21.0
No.1974: 0.145563, 27.599999999999962, 21.0
No.1975: 0.145555, 27.79999999999996, 21.0
No.1976: 0.145914, 27.99999999999996, 21.0
No.1977: 0.146625, 28.19999999999996, 21.0
No.1978: 0.147345, 28.39999999999996, 21.0
No.1979: 0.148035, 28.59999999999996, 21.0
No.1980: 0.148758, 28.799999999999958, 21.0
No.1981: 0.149458, 28.999999999999957, 21.0
No.1982: 0.150242, 29.199999999999957, 21.0
No.1983: 0.150905, 29.399999999999956, 21.0
No.1984: 0.151589, 29.599999999999955, 21.0
No.1985: 0.152342, 29.799999999999955, 21.0
No.1986: 0.153019, 29.999999999999954, 21.0
No.1987: 0.153688, 30.199999999999953, 21.0
No.1988: 0.15441, 30.399999999999952, 21.0
No.1989: 0.155076, 30.59999999999995, 21.0
No.1990: 0.155779, 30.79999999999995, 21.0
No.1991: 0.156437, 30.99999999999995, 21.0
No.1992: 0.157108, 31.19999999999995, 21.0
No.1993: 0.157803, 31.39999999999995, 21.0
No.1994: 0.158436, 31.599999999999948, 21.0
No.1995: 0.159097, 31.799999999999947, 21.0
No.1996: 0.159767, 31.999999999999947, 21.0
No.1997: 0.160396, 32.199999999999946, 21.0
No.1998: 0.160981, 32.39999999999995, 21.0
No.1999: 0.161576, 32.599999999999945, 21.0
No.2000: 0.162254, 32.79999999999994, 21.0
No.2001: 0.16282, 32.99999999999994, 21.0
No.2002: 0.163378, 33.199999999999946, 21.0
No.2003: 0.163998, 33.39999999999994, 21.0
No.2004: 0.164515, 33.59999999999994, 21.0
No.2005: 0.165091, 33.79999999999994, 21.0
No.2006: 0.165609, 33.99999999999994, 21.0
No.2007: 0.166184, 34.19999999999994, 21.0
No.2008: 0.166726, 34.399999999999935, 21.0
No.2009: 0.167168, 34.59999999999994, 21.0
No.2010: 0.167693, 34.79999999999994, 21.0
No.2011: 0.168184, 34.999999999999936, 21.0
No.2012: 0.168703, 35.19999999999993, 21.0
No.2013: 0.169181, 35.399999999999935, 21.0
No.2014: 0.169694, 35.59999999999994, 21.0
No.2015: 0.170184, 35.79999999999993, 21.0
No.2016: 0.170607, 35.99999999999993, 21.0
No.2017: 0.171065, 36.19999999999993, 21.0
No.2018: 0.171523, 36.399999999999935, 21.0
No.2019: 0.171933, 36.59999999999993, 21.0
No.2020: 0.172383, 36.799999999999926, 21.0
No.2021: 0.172769, 36.99999999999993, 21.0
No.2022: 0.17314, 37.19999999999993, 21.0
No.2023: 0.173603, 37.39999999999993, 21.0
No.2024: 0.173987, 37.59999999999992, 21.0
No.2025: 0.174296, 37.799999999999926, 21.0
No.2026: 0.174635, 37.99999999999993, 21.0
No.2027: 0.174977, 38.199999999999925, 21.0
No.2028: 0.175342, 38.39999999999992, 21.0
No.2029: 0.175692, 38.59999999999992, 21.0
No.2030: 0.175954, 38.799999999999926, 21.0
No.2031: 0.176255, 38.99999999999992, 21.0
No.2032: 0.176579, 39.19999999999992, 21.0
No.2033: 0.176773, 39.39999999999992, 21.0
No.2034: 0.177083, 39.59999999999992, 21.0
No.2035: 0.177332, 39.79999999999992, 21.0
No.2036: 0.177563, 39.999999999999915, 21.0
No.2037: 0.177809, 40.19999999999992, 21.0
No.2038: 0.178044, 40.39999999999992, 21.0
No.2039: 0.178278, 40.599999999999916, 21.0
No.2040: 0.178463, 40.79999999999991, 21.0
No.2041: 0.178683, 40.999999999999915, 21.0
No.2042: 0.178831, 41.19999999999992, 21.0
No.2043: 0.179038, 41.39999999999991, 21.0
No.2044: 0.179189, 41.59999999999991, 21.0
No.2045: 0.179317, 41.79999999999991, 21.0
No.2046: 0.179527, 41.999999999999915, 21.0
No.2047: 0.179661, 42.19999999999991, 21.0
No.2048: 0.179794, 42.399999999999906, 21.0
No.2049: 0.179993, 42.59999999999991, 21.0
No.2050: 0.180077, 42.79999999999991, 21.0
No.2051: 0.180195, 42.99999999999991, 21.0
No.2052: 0.180342, 43.1999999999999, 21.0
No.2053: 0.180409, 43.399999999999906, 21.0
No.2054: 0.180537, 43.59999999999991, 21.0
No.2055: 0.180659, 43.799999999999905, 21.0
No.2056: 0.180741, 43.9999999999999, 21.0
No.2057: 0.180817, 44.1999999999999, 21.0
No.2058: 0.180899, 44.399999999999906, 21.0
No.2059: 0.180969, 44.5999999999999, 21.0
No.2060: 0.181022, 44.7999999999999, 21.0
No.2061: 0.181079, 44.9999999999999, 21.0
No.2062: 0.181113, 45.1999999999999, 21.0
No.2063: 0.181212, 45.3999999999999, 21.0
No.2064: 0.181226, 45.599999999999895, 21.0
No.2065: 0.18128, 45.7999999999999, 21.0
No.2066: 0.181277, 45.9999999999999, 21.0
No.2067: 0.18131, 46.199999999999896, 21.0
No.2068: 0.181324, 46.39999999999989, 21.0
No.2069: 0.181334, 46.599999999999895, 21.0
No.2070: 0.181293, 46.7999999999999, 21.0
No.2071: 0.181309, 46.99999999999989, 21.0
No.2072: 0.18129, 47.19999999999989, 21.0
No.2073: 0.181271, 47.39999999999989, 21.0
No.2074: 0.181196, 47.599999999999895, 21.0
No.2075: 0.181155, 47.79999999999989, 21.0
No.2076: 0.181129, 47.999999999999886, 21.0
No.2077: 0.181058, 48.19999999999989, 21.0
No.2078: 0.181, 48.39999999999989, 21.0
No.2079: 0.180873, 48.59999999999989, 21.0
No.2080: 0.180789, 48.79999999999988, 21.0
No.2081: 0.18068, 48.999999999999886, 21.0
No.2082: 0.180549, 49.19999999999989, 21.0
No.2083: 0.180366, 49.399999999999885, 21.0
No.2084: 0.180231, 49.59999999999988, 21.0
No.2085: 0.180114, 49.79999999999988, 21.0
No.2086: 0.179887, 49.999999999999886, 21.0
No.2087: 0.179666, 50.19999999999988, 21.0
No.2088: 0.179456, 50.39999999999988, 21.0
No.2089: 0.179261, 50.59999999999988, 21.0
No.2090: 0.178978, 50.79999999999988, 21.0
No.2091: 0.178625, 50.99999999999988, 21.0
No.2092: 0.178343, 51.199999999999875, 21.0
No.2093: 0.178011, 51.39999999999988, 21.0
No.2094: 0.177648, 51.59999999999988, 21.0
No.2095: 0.177271, 51.799999999999876, 21.0
No.2096: 0.176843, 51.99999999999987, 21.0
No.2097: 0.176445, 52.199999999999875, 21.0
No.2098: 0.175972, 52.39999999999988, 21.0
No.2099: 0.175427, 52.59999999999987, 21.0
No.2100: 0.174856, 52.79999999999987, 21.0
No.2101: 0.174327, 52.99999999999987, 21.0
No.2102: 0.173745, 53.199999999999875, 21.0
No.2103: 0.17312, 53.39999999999987, 21.0
No.2104: 0.172365, 53.599999999999866, 21.0
No.2105: 0.171649, 53.79999999999987, 21.0
No.2106: 0.170857, 53.99999999999987, 21.0
No.2107: 0.170064, 54.19999999999987, 21.0
No.2108: 0.169177, 54.399999999999864, 21.0
No.2109: 0.168304, 54.599999999999866, 21.0
No.2110: 0.167321, 54.79999999999987, 21.0
No.2111: 0.166262, 54.999999999999865, 21.0
No.2112: 0.165254, 55.19999999999986, 21.0
No.2113: 0.164069, 55.399999999999864, 21.0
No.2114: 0.162901, 55.599999999999866, 21.0
No.2115: 0.161662, 55.79999999999986, 21.0
No.2116: 0.160348, 55.99999999999986, 21.0
No.2117: 0.158958, 56.19999999999986, 21.0
No.2118: 0.15749, 56.399999999999864, 21.0
No.2119: 0.156005, 56.59999999999986, 21.0
No.2120: 0.154416, 56.799999999999855, 21.0
No.2121: 0.152724, 56.99999999999986, 21.0
No.2122: 0.150983, 57.19999999999986, 21.0
No.2123: 0.14917, 57.39999999999986, 21.0
No.2124: 0.147228, 57.59999999999985, 21.0
No.2125: 0.145246, 57.799999999999855, 21.0
No.2126: 0.14311, 57.99999999999986, 21.0
No.2127: 0.140991, 58.199999999999854, 21.0
No.2128: 0.138739, 58.39999999999985, 21.0
No.2129: 0.136488, 58.59999999999985, 21.0
No.2130: 0.134168, 58.799999999999855, 21.0
No.2131: 0.131746, 58.99999999999985, 21.0
No.2132: 0.129224, 59.19999999999985, 21.0
No.2133: 0.126633, 59.39999999999985, 21.0
No.2134: 0.123951, 59.59999999999985, 21.0
No.2135: 0.121192, 59.79999999999985, 21.0
No.2136: 0.118378, 59.999999999999844, 21.0
No.2137: 0.115542, 60.19999999999985, 21.0
No.2138: 0.112631, 60.39999999999985, 21.0
No.2139: 0.109702, 60.599999999999845, 21.0
No.2140: 0.106671, 60.79999999999984, 21.0
No.2141: 0.103663, 60.999999999999844, 21.0
No.2142: 0.100544, 61.19999999999985, 21.0
No.2143: 0.097891, 61.39999999999984, 21.0
No.2144: 0.095925, 61.59999999999984, 21.0
No.2145: 0.094973, 61.79999999999984, 21.0
No.2146: 0.094875, 61.999999999999844, 21.0
No.2147: 0.095351, 62.19999999999984, 21.0
No.2148: 0.096299, 62.399999999999835, 21.0
No.2149: 0.097703, 62.59999999999984, 21.0
No.2150: 0.099671, 62.79999999999984, 21.0
No.2151: 0.1019, 62.99999999999984, 21.0
No.2152: 0.104641, 63.19999999999983, 21.0
No.2153: 0.107895, 63.399999999999835, 21.0
No.2154: 0.111346, 63.59999999999984, 21.0
No.2155: 0.115489, 63.799999999999834, 21.0
No.2156: 0.12025, 63.99999999999983, 21.0
No.2157: 0.125571, 64.19999999999983, 21.0
No.2158: 0.130895, 64.39999999999984, 21.0
No.2159: 0.136484, 64.59999999999982, 21.0
No.2160: 0.142197, 64.79999999999983, 21.0

No.2161: 0.142197, 17.0, 22.0
No.2162: 0.142197, 17.2, 22.0
No.2163: 0.142197, 17.4, 22.0
No.2164: 0.142197, 17.599999999999998, 22.0
No.2165: 0.142197, 17.799999999999997, 22.0
No.2166: 0.176202, 17.999999999999996, 22.0
No.2167: 0.175349, 18.199999999999996, 22.0
No.2168: 0.17452, 18.399999999999995, 22.0
No.2169: 0.173741, 18.599999999999994, 22.0
No.2170: 0.172984, 18.799999999999994, 22.0
No.2171: 0.172165, 18.999999999999993, 22.0
No.2172: 0.172165, 19.199999999999992, 22.0
No.2173: 0.17062, 19.39999999999999, 22.0
No.2174: 0.17062, 19.59999999999999, 22.0
No.2175: 0.169122, 19.79999999999999, 22.0
No.2176: 0.168397, 19.99999999999999, 22.0
No.2177: 0.167649, 20.19999999999999, 22.0
No.2178: 0.166875, 20.399999999999988, 22.0
No.2179: 0.166114, 20.599999999999987, 22.0
No.2180: 0.165471, 20.799999999999986, 22.0
No.2181: 0.164735, 20.999999999999986, 22.0
No.2182: 0.164047, 21.199999999999985, 22.0
No.2183: 0.163353, 21.399999999999984, 22.0
No.2184: 0.162649, 21.599999999999984, 22.0
No.2185: 0.162029, 21.799999999999983, 22.0
No.2186: 0.161354, 21.999999999999982, 22.0
No.2187: 0.160705, 22.19999999999998, 22.0
No.2188: 0.160039, 22.39999999999998, 22.0
No.2189: 0.15942, 22.59999999999998, 22.0
No.2190: 0.158781, 22.79999999999998, 22.0
No.2191: 0.158121, 22.99999999999998, 22.0
No.2192: 0.157498, 23.199999999999978, 22.0
No.2193: 0.15687, 23.399999999999977, 22.0
No.2194: 0.156245, 23.599999999999977, 22.0
No.2195: 0.155646, 23.799999999999976, 22.0
No.2196: 0.155063, 23.999999999999975, 22.0
No.2197: 0.15445, 24.199999999999974, 22.0
No.2198: 0.153865, 24.399999999999974, 22.0
No.2199: 0.1533, 24.599999999999973, 22.0
No.2200: 0.152761, 24.799999999999972, 22.0
No.2201: 0.152234, 24.99999999999997, 22.0
No.2202: 0.151687, 25.19999999999997, 22.0
No.2203: 0.151204, 25.39999999999997, 22.0
No.2204: 0.15078, 25.59999999999997, 22.0
No.2205: 0.150341, 25.79999999999997, 22.0
No.2206: 0.149851, 25.999999999999968, 22.0
No.2207: 0.149393, 26.199999999999967, 22.0
No.2208: 0.149038, 26.399999999999967, 22.0
No.2209: 0.148698, 26.599999999999966, 22.0
No.2210: 0.148442, 26.799999999999965, 22.0
No.2211: 0.148215, 26.999999999999964, 22.0
No.2212: 0.148101, 27.199999999999964, 22.0
No.2213: 0.148287, 27.399999999999963, 22.0
No.2214: 0.148838, 27.599999999999962, 22.0
No.2215: 0.149541, 27.79999999999996, 22.0
No.2216: 0.150307, 27.99999999999996, 22.0
No.2217: 0.151038, 28.19999999999996, 22.0
No.2218: 0.151761, 28.39999999999996, 22.0
No.2219: 0.152479, 28.59999999999996, 22.0
No.2220: 0.153192, 28.799999999999958, 22.0
No.2221: 0.153956, 28.999999999999957, 22.0
No.2222: 0.154725, 29.199999999999957, 22.0
No.2223: 0.155458, 29.399999999999956, 22.0
No.2224: 0.156193, 29.599999999999955, 22.0
No.2225: 0.1569, 29.799999999999955, 22.0
No.2226: 0.157621, 29.999999999999954, 22.0
No.2227: 0.158323, 30.199999999999953, 22.0
No.2228: 0.159061, 30.399999999999952, 22.0
No.2229: 0.159745, 30.59999999999995, 22.0
No.2230: 0.160426, 30.79999999999995, 22.0
No.2231: 0.161098, 30.99999999999995, 22.0
No.2232: 0.161778, 31.19999999999995, 22.0
No.2233: 0.162472, 31.39999999999995, 22.0
No.2234: 0.163139, 31.599999999999948, 22.0
No.2235: 0.163775, 31.799999999999947, 22.0
No.2236: 0.164457, 31.999999999999947, 22.0
No.2237: 0.165075, 32.199999999999946, 22.0
No.2238: 0.165713, 32.39999999999995, 22.0
No.2239: 0.166297, 32.599999999999945, 22.0
No.2240: 0.166956, 32.79999999999994, 22.0
No.2241: 0.167564, 32.99999999999994, 22.0
No.2242: 0.168128, 33.199999999999946, 22.0
No.2243: 0.168763, 33.39999999999994, 22.0
No.2244: 0.169283, 33.59999999999994, 22.0
No.2245: 0.169904, 33.79999999999994, 22.0
No.2246: 0.170418, 33.99999999999994, 22.0
No.2247: 0.171027, 34.19999999999994, 22.0
No.2248: 0.171539, 34.399999999999935, 22.0
No.2249: 0.172106, 34.59999999999994, 22.0
No.2250: 0.172649, 34.79999999999994, 22.0
No.2251: 0.173196, 34.999999999999936, 22.0
No.2252: 0.17368, 35.19999999999993, 22.0
No.2253: 0.174171, 35.399999999999935, 22.0
No.2254: 0.174686, 35.59999999999994, 22.0
No.2255: 0.175154, 35.79999999999993, 22.0
No.2256: 0.175636, 35.99999999999993, 22.0
No.2257: 0.176101, 36.19999999999993, 22.0
No.2258: 0.176518, 36.399999999999935, 22.0
No.2259: 0.176971, 36.59999999999993, 22.0
No.2260: 0.177403, 36.799999999999926, 22.0
No.2261: 0.177788, 36.99999999999993, 22.0
No.2262: 0.178202, 37.19999999999993, 22.0
No.2263: 0.178572, 37.39999999999993, 22.0
No.2264: 0.178977, 37.59999999999992, 22.0
No.2265: 0.179305, 37.799999999999926, 22.0
No.2266: 0.179641, 37.99999999999993, 22.0
No.2267: 0.179975, 38.199999999999925, 22.0
No.2268: 0.18031, 38.39999999999992, 22.0
No.2269: 0.180616, 38.59999999999992, 22.0
No.2270: 0.180905, 38.799999999999926, 22.0
No.2271: 0.181238, 38.99999999999992, 22.0
No.2272: 0.181536, 39.19999999999992, 22.0
No.2273: 0.181784, 39.39999999999992, 22.0
No.2274: 0.182007, 39.59999999999992, 22.0
No.2275: 0.182318, 39.79999999999992, 22.0
No.2276: 0.182559, 39.999999999999915, 22.0
No.2277: 0.182794, 40.19999999999992, 22.0
No.2278: 0.183022, 40.39999999999992, 22.0
No.2279: 0.183207, 40.599999999999916, 22.0
No.2280: 0.183465, 40.79999999999991, 22.0
No.2281: 0.183684, 40.999999999999915, 22.0
No.2282: 0.183861, 41.19999999999992, 22.0
No.2283: 0.184001, 41.39999999999991, 22.0
No.2284: 0.184233, 41.59999999999991, 22.0
No.2285: 0.184384, 41.79999999999991, 22.0
No.2286: 0.184546, 41.999999999999915, 22.0
No.2287: 0.184681, 42.19999999999991, 22.0
No.2288: 0.184821, 42.399999999999906, 22.0
No.2289: 0.184995, 42.59999999999991, 22.0
No.2290: 0.185107, 42.79999999999991, 22.0
No.2291: 0.185257, 42.99999999999991, 22.0
No.2292: 0.185352, 43.1999999999999, 22.0
No.2293: 0.185462, 43.399999999999906, 22.0
No.2294: 0.185594, 43.59999999999991, 22.0
No.2295: 0.185683, 43.799999999999905, 22.0
No.2296: 0.185803, 43.9999999999999, 22.0
No.2297: 0.185892, 44.1999999999999, 22.0
No.2298: 0.185946, 44.399999999999906, 22.0
No.2299: 0.185992, 44.5999999999999, 22.0
No.2300: 0.186088, 44.7999999999999, 22.0
No.2301: 0.186168, 44.9999999999999, 22.0
No.2302: 0.186231, 45.1999999999999, 22.0
No.2303: 0.186286, 45.3999999999999, 22.0
No.2304: 0.186291, 45.599999999999895, 22.0
No.2305: 0.186357, 45.7999999999999, 22.0
No.2306: 0.186387, 45.9999999999999, 22.0
No.2307: 0.18635, 46.199999999999896, 22.0
No.2308: 0.186409, 46.39999999999989, 22.0
No.2309: 0.1864, 46.599999999999895, 22.0
No.2310: 0.186444, 46.7999999999999, 22.0
No.2311: 0.186407, 46.99999999999989, 22.0
No.2312: 0.186373, 47.19999999999989, 22.0
No.2313: 0.186383, 47.39999999999989, 22.0
No.2314: 0.186349, 47.599999999999895, 22.0
No.2315: 0.186263, 47.79999999999989, 22.0
No.2316: 0.186207, 47.999999999999886, 22.0
No.2317: 0.186171, 48.19999999999989, 22.0
No.2318: 0.186087, 48.39999999999989, 22.0
No.2319: 0.186006, 48.59999999999989, 22.0
No.2320: 0.185901, 48.79999999999988, 22.0
No.2321: 0.185802, 48.999999999999886, 22.0
No.2322: 0.185656, 49.19999999999989, 22.0
No.2323: 0.185497, 49.399999999999885, 22.0
No.2324: 0.185383, 49.59999999999988, 22.0
No.2325: 0.185191, 49.79999999999988, 22.0
No.2326: 0.18497, 49.999999999999886, 22.0
No.2327: 0.184788, 50.19999999999988, 22.0
No.2328: 0.18452, 50.39999999999988, 22.0
No.2329: 0.184325, 50.59999999999988, 22.0
No.2330: 0.184046, 50.79999999999988, 22.0
No.2331: 0.183733, 50.99999999999988, 22.0
No.2332: 0.183475, 51.199999999999875, 22.0
No.2333: 0.183119, 51.39999999999988, 22.0
No.2334: 0.182771, 51.59999999999988, 22.0
No.2335: 0.182336, 51.799999999999876, 22.0
No.2336: 0.181926, 51.99999999999987, 22.0
No.2337: 0.181493, 52.199999999999875, 22.0
No.2338: 0.181001, 52.39999999999988, 22.0
No.2339: 0.180505, 52.59999999999987, 22.0
No.2340: 0.179934, 52.79999999999987, 22.0
No.2341: 0.179375, 52.99999999999987, 22.0
No.2342: 0.178714, 53.199999999999875, 22.0
No.2343: 0.178086, 53.39999999999987, 22.0
No.2344: 0.177387, 53.599999999999866, 22.0
No.2345: 0.176654, 53.79999999999987, 22.0
No.2346: 0.175912, 53.99999999999987, 22.0
No.2347: 0.175017, 54.19999999999987, 22.0
No.2348: 0.174151, 54.399999999999864, 22.0
No.2349: 0.173249, 54.599999999999866, 22.0
No.2350: 0.172256, 54.79999999999987, 22.0
No.2351: 0.17124, 54.999999999999865, 22.0
No.2352: 0.170156, 55.19999999999986, 22.0
No.2353: 0.169028, 55.399999999999864, 22.0
No.2354: 0.167809, 55.599999999999866, 22.0
No.2355: 0.166594, 55.79999999999986, 22.0
No.2356: 0.165274, 55.99999999999986, 22.0
No.2357: 0.163902, 56.19999999999986, 22.0
No.2358: 0.162414, 56.399999999999864, 22.0
No.2359: 0.16094, 56.59999999999986, 22.0
No.2360: 0.15929, 56.799999999999855, 22.0
No.2361: 0.15762, 56.99999999999986, 22.0
No.2362: 0.155911, 57.19999999999986, 22.0
No.2363: 0.154064, 57.39999999999986, 22.0
No.2364: 0.152182, 57.59999999999985, 22.0
No.2365: 0.150134, 57.799999999999855, 22.0
No.2366: 0.148048, 57.99999999999986, 22.0
No.2367: 0.145859, 58.199999999999854, 22.0
No.2368: 0.143584, 58.39999999999985, 22.0
No.2369: 0.141221, 58.59999999999985, 22.0
No.2370: 0.138788, 58.799999999999855, 22.0
No.2371: 0.136294, 58.99999999999985, 22.0
No.2372: 0.133703, 59.19999999999985, 22.0
No.2373: 0.131093, 59.39999999999985, 22.0
No.2374: 0.128336, 59.59999999999985, 22.0
No.2375: 0.125602, 59.79999999999985, 22.0
No.2376: 0.122686, 59.999999999999844, 22.0
No.2377: 0.119686, 60.19999999999985, 22.0
No.2378: 0.116704, 60.39999999999985, 22.0
No.2379: 0.113558, 60.599999999999845, 22.0
No.2380: 0.110514, 60.79999999999984, 22.0
No.2381: 0.107345, 60.999999999999844, 22.0
No.2382: 0.104183, 61.19999999999985, 22.0
No.2383: 0.100932, 61.39999999999984, 22.0
No.2384: 0.097979, 61.59999999999984, 22.0
No.2385: 0.095725, 61.79999999999984, 22.0
No.2386: 0.094524, 61.999999999999844, 22.0
No.2387: 0.094234, 62.19999999999984, 22.0
No.2388: 0.094723, 62.399999999999835, 22.0
No.2389: 0.095621, 62.59999999999984, 22.0
No.2390: 0.097118, 62.79999999999984, 22.0
