#No.: ETA value [eV], spt, dt
No.5462: 0.209041, 53.199999999999875, 35.0
No.5463: 0.208329, 53.39999999999987, 35.0
No.5464: 0.20757, 53.599999999999866, 35.0
No.5465: 0.206774, 53.79999999999987, 35.0
No.5466: 0.205969, 53.99999999999987, 35.0
No.5467: 0.205081, 54.19999999999987, 35.0
No.5468: 0.204225, 54.399999999999864, 35.0
No.5469: 0.203188, 54.599999999999866, 35.0
No.5470: 0.202102, 54.79999999999987, 35.0
No.5471: 0.201019, 54.999999999999865, 35.0
No.5472: 0.199822, 55.19999999999986, 35.0
No.5473: 0.198597, 55.399999999999864, 35.0
No.5474: 0.197325, 55.599999999999866, 35.0
No.5475: 0.195948, 55.79999999999986, 35.0
No.5476: 0.194517, 55.99999999999986, 35.0
No.5477: 0.193027, 56.19999999999986, 35.0
No.5478: 0.191512, 56.399999999999864, 35.0
No.5479: 0.189867, 56.59999999999986, 35.0
No.5480: 0.188114, 56.799999999999855, 35.0
No.5481: 0.186292, 56.99999999999986, 35.0
No.5482: 0.184405, 57.19999999999986, 35.0
No.5483: 0.182413, 57.39999999999986, 35.0
No.5484: 0.180294, 57.59999999999985, 35.0
No.5485: 0.178128, 57.799999999999855, 35.0
No.5486: 0.175885, 57.99999999999986, 35.0
No.5487: 0.173536, 58.199999999999854, 35.0
No.5488: 0.171142, 58.39999999999985, 35.0
No.5489: 0.168641, 58.59999999999985, 35.0
No.5490: 0.166088, 58.799999999999855, 35.0
No.5491: 0.163376, 58.99999999999985, 35.0
No.5492: 0.160656, 59.19999999999985, 35.0
No.5493: 0.157773, 59.39999999999985, 35.0
No.5494: 0.154774, 59.59999999999985, 35.0
No.5495: 0.151724, 59.79999999999985, 35.0
No.5496: 0.148556, 59.999999999999844, 35.0
No.5497: 0.145342, 60.19999999999985, 35.0
No.5498: 0.141876, 60.39999999999985, 35.0
No.5499: 0.138366, 60.599999999999845, 35.0
No.5500: 0.134709, 60.79999999999984, 35.0
No.5501: 0.130905, 60.999999999999844, 35.0
No.5502: 0.127005, 61.19999999999985, 35.0
No.5503: 0.123066, 61.39999999999984, 35.0
No.5504: 0.119114, 61.59999999999984, 35.0
No.5505: 0.115061, 61.79999999999984, 35.0
No.5506: 0.110943, 61.999999999999844, 35.0
No.5507: 0.106762, 62.19999999999984, 35.0
No.5508: 0.102627, 62.399999999999835, 35.0
No.5509: 0.098652, 62.59999999999984, 35.0
No.5510: 0.094867, 62.79999999999984, 35.0
No.5511: 0.09207, 62.99999999999984, 35.0
No.5512: 0.090565, 63.19999999999983, 35.0
No.5513: 0.090647, 63.399999999999835, 35.0
No.5514: 0.092047, 63.59999999999984, 35.0
No.5515: 0.09421, 63.799999999999834, 35.0
No.5516: 0.097091, 63.99999999999983, 35.0
No.5517: 0.100678, 64.19999999999983, 35.0
No.5518: 0.104776, 64.39999999999984, 35.0
No.5519: 0.1101, 64.59999999999982, 35.0
No.5520: 0.116124, 64.79999999999983, 35.0

No.5521: 0.116124, 17.0, 36.0
No.5522: 0.116124, 17.2, 36.0
No.5523: 0.116124, 17.4, 36.0
No.5524: 0.116124, 17.599999999999998, 36.0
No.5525: 0.116124, 17.799999999999997, 36.0
No.5526: 0.116124, 17.999999999999996, 36.0
No.5527: 0.182095, 18.199999999999996, 36.0
No.5528: 0.182095, 18.399999999999995, 36.0
No.5529: 0.180507, 18.599999999999994, 36.0
No.5530: 0.179734, 18.799999999999994, 36.0
No.5531: 0.178973, 18.999999999999993, 36.0
No.5532: 0.178169, 19.199999999999992, 36.0
No.5533: 0.177446, 19.39999999999999, 36.0
No.5534: 0.176676, 19.59999999999999, 36.0
No.5535: 0.175899, 19.79999999999999, 36.0
No.5536: 0.175185, 19.99999999999999, 36.0
No.5537: 0.17446, 20.19999999999999, 36.0
No.5538: 0.173732, 20.399999999999988, 36.0
No.5539: 0.173078, 20.599999999999987, 36.0
No.5540: 0.172451, 20.799999999999986, 36.0
No.5541: 0.171798, 20.999999999999986, 36.0
No.5542: 0.171187, 21.199999999999985, 36.0
No.5543: 0.170534, 21.399999999999984, 36.0
No.5544: 0.169969, 21.599999999999984, 36.0
No.5545: 0.169407, 21.799999999999983, 36.0
No.5546: 0.168836, 21.999999999999982, 36.0
No.5547: 0.168349, 22.19999999999998, 36.0
No.5548: 0.167775, 22.39999999999998, 36.0
No.5549: 0.167259, 22.59999999999998, 36.0
No.5550: 0.16675, 22.79999999999998, 36.0
No.5551: 0.166387, 22.99999999999998, 36.0
No.5552: 0.166035, 23.199999999999978, 36.0
No.5553: 0.165722, 23.399999999999977, 36.0
No.5554: 0.165393, 23.599999999999977, 36.0
No.5555: 0.16515, 23.799999999999976, 36.0
No.5556: 0.164973, 23.999999999999975, 36.0
No.5557: 0.164901, 24.199999999999974, 36.0
No.5558: 0.164899, 24.399999999999974, 36.0
No.5559: 0.164994, 24.599999999999973, 36.0
No.5560: 0.16525, 24.799999999999972, 36.0
No.5561: 0.165613, 24.99999999999997, 36.0
No.5562: 0.166272, 25.19999999999997, 36.0
No.5563: 0.166976, 25.39999999999997, 36.0
No.5564: 0.167686, 25.59999999999997, 36.0
No.5565: 0.168413, 25.79999999999997, 36.0
No.5566: 0.16918, 25.999999999999968, 36.0
No.5567: 0.169901, 26.199999999999967, 36.0
No.5568: 0.170685, 26.399999999999967, 36.0
No.5569: 0.17142, 26.599999999999966, 36.0
No.5570: 0.172145, 26.799999999999965, 36.0
No.5571: 0.17291, 26.999999999999964, 36.0
No.5572: 0.173667, 27.199999999999964, 36.0
No.5573: 0.174442, 27.399999999999963, 36.0
No.5574: 0.175168, 27.599999999999962, 36.0
No.5575: 0.175947, 27.79999999999996, 36.0
No.5576: 0.176715, 27.99999999999996, 36.0
No.5577: 0.177467, 28.19999999999996, 36.0
No.5578: 0.178239, 28.39999999999996, 36.0
No.5579: 0.178989, 28.59999999999996, 36.0
No.5580: 0.179745, 28.799999999999958, 36.0
No.5581: 0.180526, 28.999999999999957, 36.0
No.5582: 0.181266, 29.199999999999957, 36.0
No.5583: 0.182033, 29.399999999999956, 36.0
No.5584: 0.182763, 29.599999999999955, 36.0
No.5585: 0.183484, 29.799999999999955, 36.0
No.5586: 0.184223, 29.999999999999954, 36.0
No.5587: 0.184976, 30.199999999999953, 36.0
No.5588: 0.185706, 30.399999999999952, 36.0
No.5589: 0.186446, 30.59999999999995, 36.0
No.5590: 0.187139, 30.79999999999995, 36.0
No.5591: 0.187872, 30.99999999999995, 36.0
No.5592: 0.188581, 31.19999999999995, 36.0
No.5593: 0.189273, 31.39999999999995, 36.0
No.5594: 0.189953, 31.599999999999948, 36.0
No.5595: 0.19064, 31.799999999999947, 36.0
No.5596: 0.191336, 31.999999999999947, 36.0
No.5597: 0.191985, 32.199999999999946, 36.0
No.5598: 0.192638, 32.39999999999995, 36.0
No.5599: 0.193307, 32.599999999999945, 36.0
No.5600: 0.193954, 32.79999999999994, 36.0
No.5601: 0.194616, 32.99999999999994, 36.0
No.5602: 0.195238, 33.199999999999946, 36.0
No.5603: 0.195833, 33.39999999999994, 36.0
No.5604: 0.196448, 33.59999999999994, 36.0
No.5605: 0.197043, 33.79999999999994, 36.0
No.5606: 0.197593, 33.99999999999994, 36.0
No.5607: 0.19822, 34.19999999999994, 36.0
No.5608: 0.198742, 34.399999999999935, 36.0
No.5609: 0.199335, 34.59999999999994, 36.0
No.5610: 0.199859, 34.79999999999994, 36.0
No.5611: 0.200414, 34.999999999999936, 36.0
No.5612: 0.200958, 35.19999999999993, 36.0
No.5613: 0.201483, 35.399999999999935, 36.0
No.5614: 0.201997, 35.59999999999994, 36.0
No.5615: 0.202537, 35.79999999999993, 36.0
No.5616: 0.203051, 35.99999999999993, 36.0
No.5617: 0.203563, 36.19999999999993, 36.0
No.5618: 0.204011, 36.399999999999935, 36.0
No.5619: 0.204526, 36.59999999999993, 36.0
No.5620: 0.205031, 36.799999999999926, 36.0
No.5621: 0.205457, 36.99999999999993, 36.0
No.5622: 0.205931, 37.19999999999993, 36.0
No.5623: 0.206362, 37.39999999999993, 36.0
No.5624: 0.206787, 37.59999999999992, 36.0
No.5625: 0.207172, 37.799999999999926, 36.0
No.5626: 0.207602, 37.99999999999993, 36.0
No.5627: 0.207981, 38.199999999999925, 36.0
No.5628: 0.20836, 38.39999999999992, 36.0
No.5629: 0.208722, 38.59999999999992, 36.0
No.5630: 0.209063, 38.799999999999926, 36.0
No.5631: 0.209408, 38.99999999999992, 36.0
No.5632: 0.20972, 39.19999999999992, 36.0
No.5633: 0.210006, 39.39999999999992, 36.0
No.5634: 0.210345, 39.59999999999992, 36.0
No.5635: 0.21066, 39.79999999999992, 36.0
No.5636: 0.21091, 39.999999999999915, 36.0
No.5637: 0.21117, 40.19999999999992, 36.0
No.5638: 0.21145, 40.39999999999992, 36.0
No.5639: 0.211697, 40.599999999999916, 36.0
No.5640: 0.21196, 40.79999999999991, 36.0
No.5641: 0.212163, 40.999999999999915, 36.0
No.5642: 0.212416, 41.19999999999992, 36.0
No.5643: 0.212607, 41.39999999999991, 36.0
No.5644: 0.212836, 41.59999999999991, 36.0
No.5645: 0.213034, 41.79999999999991, 36.0
No.5646: 0.213234, 41.999999999999915, 36.0
No.5647: 0.213429, 42.19999999999991, 36.0
No.5648: 0.213567, 42.399999999999906, 36.0
No.5649: 0.213764, 42.59999999999991, 36.0
No.5650: 0.213907, 42.79999999999991, 36.0
No.5651: 0.214043, 42.99999999999991, 36.0
No.5652: 0.214232, 43.1999999999999, 36.0
No.5653: 0.214363, 43.399999999999906, 36.0
No.5654: 0.21449, 43.59999999999991, 36.0
No.5655: 0.214618, 43.799999999999905, 36.0
No.5656: 0.214706, 43.9999999999999, 36.0
No.5657: 0.214835, 44.1999999999999, 36.0
No.5658: 0.214896, 44.399999999999906, 36.0
No.5659: 0.215022, 44.5999999999999, 36.0
No.5660: 0.215103, 44.7999999999999, 36.0
No.5661: 0.215231, 44.9999999999999, 36.0
No.5662: 0.215266, 45.1999999999999, 36.0
No.5663: 0.215315, 45.3999999999999, 36.0
No.5664: 0.21537, 45.599999999999895, 36.0
No.5665: 0.215398, 45.7999999999999, 36.0
No.5666: 0.215463, 45.9999999999999, 36.0
No.5667: 0.215481, 46.199999999999896, 36.0
No.5668: 0.215505, 46.39999999999989, 36.0
No.5669: 0.215551, 46.599999999999895, 36.0
No.5670: 0.21557, 46.7999999999999, 36.0
No.5671: 0.215532, 46.99999999999989, 36.0
No.5672: 0.215516, 47.19999999999989, 36.0
No.5673: 0.21548, 47.39999999999989, 36.0
No.5674: 0.215503, 47.599999999999895, 36.0
No.5675: 0.215426, 47.79999999999989, 36.0
No.5676: 0.215354, 47.999999999999886, 36.0
No.5677: 0.215294, 48.19999999999989, 36.0
No.5678: 0.215219, 48.39999999999989, 36.0
No.5679: 0.215129, 48.59999999999989, 36.0
No.5680: 0.215055, 48.79999999999988, 36.0
No.5681: 0.214908, 48.999999999999886, 36.0
No.5682: 0.214802, 49.19999999999989, 36.0
No.5683: 0.214618, 49.399999999999885, 36.0
No.5684: 0.214465, 49.59999999999988, 36.0
No.5685: 0.214266, 49.79999999999988, 36.0
No.5686: 0.214067, 49.999999999999886, 36.0
No.5687: 0.213845, 50.19999999999988, 36.0
No.5688: 0.213594, 50.39999999999988, 36.0
No.5689: 0.213355, 50.59999999999988, 36.0
No.5690: 0.213065, 50.79999999999988, 36.0
No.5691: 0.21274, 50.99999999999988, 36.0
No.5692: 0.212434, 51.199999999999875, 36.0
No.5693: 0.212046, 51.39999999999988, 36.0
No.5694: 0.21169, 51.59999999999988, 36.0
No.5695: 0.211263, 51.799999999999876, 36.0
No.5696: 0.210822, 51.99999999999987, 36.0
No.5697: 0.210334, 52.199999999999875, 36.0
No.5698: 0.209783, 52.39999999999988, 36.0
No.5699: 0.20927, 52.59999999999987, 36.0
No.5700: 0.208692, 52.79999999999987, 36.0
No.5701: 0.208054, 52.99999999999987, 36.0
No.5702: 0.207412, 53.199999999999875, 36.0
No.5703: 0.206676, 53.39999999999987, 36.0
No.5704: 0.205916, 53.599999999999866, 36.0
No.5705: 0.20512, 53.79999999999987, 36.0
No.5706: 0.204292, 53.99999999999987, 36.0
No.5707: 0.203417, 54.19999999999987, 36.0
No.5708: 0.202468, 54.399999999999864, 36.0
No.5709: 0.201457, 54.599999999999866, 36.0
No.5710: 0.200431, 54.79999999999987, 36.0
No.5711: 0.1993, 54.999999999999865, 36.0
No.5712: 0.198155, 55.19999999999986, 36.0
No.5713: 0.196962, 55.399999999999864, 36.0
No.5714: 0.195641, 55.599999999999866, 36.0
No.5715: 0.194309, 55.79999999999986, 36.0
No.5716: 0.192879, 55.99999999999986, 36.0
No.5717: 0.19138, 56.19999999999986, 36.0
No.5718: 0.189793, 56.399999999999864, 36.0
No.5719: 0.188124, 56.59999999999986, 36.0
No.5720: 0.186402, 56.799999999999855, 36.0
No.5721: 0.184581, 56.99999999999986, 36.0
No.5722: 0.18268, 57.19999999999986, 36.0
No.5723: 0.180675, 57.39999999999986, 36.0
No.5724: 0.178582, 57.59999999999985, 36.0
No.5725: 0.176403, 57.799999999999855, 36.0
No.5726: 0.174139, 57.99999999999986, 36.0
No.5727: 0.171829, 58.199999999999854, 36.0
No.5728: 0.169431, 58.39999999999985, 36.0
No.5729: 0.166983, 58.59999999999985, 36.0
No.5730: 0.164403, 58.799999999999855, 36.0
No.5731: 0.161718, 58.99999999999985, 36.0
No.5732: 0.158943, 59.19999999999985, 36.0
No.5733: 0.156079, 59.39999999999985, 36.0
No.5734: 0.15312, 59.59999999999985, 36.0
No.5735: 0.150037, 59.79999999999985, 36.0
No.5736: 0.146874, 59.999999999999844, 36.0
No.5737: 0.143605, 60.19999999999985, 36.0
No.5738: 0.140204, 60.39999999999985, 36.0
No.5739: 0.136641, 60.599999999999845, 36.0
No.5740: 0.132961, 60.79999999999984, 36.0
No.5741: 0.129169, 60.999999999999844, 36.0
No.5742: 0.12527, 61.19999999999985, 36.0
No.5743: 0.121463, 61.39999999999984, 36.0
No.5744: 0.117499, 61.59999999999984, 36.0
No.5745: 0.113438, 61.79999999999984, 36.0
No.5746: 0.109344, 61.999999999999844, 36.0
No.5747: 0.105219, 62.19999999999984, 36.0
No.5748: 0.101255, 62.399999999999835, 36.0
No.5749: 0.097396, 62.59999999999984, 36.0
No.5750: 0.093995, 62.79999999999984, 36.0
No.5751: 0.091612, 62.99999999999984, 36.0
No.5752: 0.090724, 63.19999999999983, 36.0
No.5753: 0.091441, 63.399999999999835, 36.0
No.5754: 0.093116, 63.59999999999984, 36.0
No.5755: 0.095572, 63.799999999999834, 36.0
No.5756: 0.098712, 63.99999999999983, 36.0
No.5757: 0.102534, 64.19999999999983, 36.0
No.5758: 0.106782, 64.39999999999984, 36.0
No.5759: 0.112271, 64.59999999999982, 36.0
No.5760: 0.118243, 64.79999999999983, 36.0

No.5761: 0.118243, 17.0, 37.0
No.5762: 0.118243, 17.2, 37.0
No.5763: 0.118243, 17.4, 37.0
No.5764: 0.118243, 17.599999999999998, 37.0
No.5765: 0.118243, 17.799999999999997, 37.0
No.5766: 0.182038, 17.999999999999996, 37.0
No.5767: 0.182038, 18.199999999999996, 37.0
No.5768: 0.182038, 18.399999999999995, 37.0
No.5769: 0.179678, 18.599999999999994, 37.0
No.5770: 0.178885, 18.799999999999994, 37.0
No.5771: 0.17818, 18.999999999999993, 37.0
No.5772: 0.177371, 19.199999999999992, 37.0
No.5773: 0.176631, 19.39999999999999, 37.0
No.5774: 0.175856, 19.59999999999999, 37.0
No.5775: 0.175117, 19.79999999999999, 37.0
No.5776: 0.174415, 19.99999999999999, 37.0
No.5777: 0.173633, 20.19999999999999, 37.0
No.5778: 0.172856, 20.399999999999988, 37.0
No.5779: 0.172173, 20.599999999999987, 37.0
No.5780: 0.171503, 20.799999999999986, 37.0
No.5781: 0.170873, 20.999999999999986, 37.0
No.5782: 0.170235, 21.199999999999985, 37.0
No.5783: 0.169583, 21.399999999999984, 37.0
No.5784: 0.168957, 21.599999999999984, 37.0
No.5785: 0.168391, 21.799999999999983, 37.0
No.5786: 0.167801, 21.999999999999982, 37.0
No.5787: 0.167245, 22.19999999999998, 37.0
No.5788: 0.166763, 22.39999999999998, 37.0
No.5789: 0.1662, 22.59999999999998, 37.0
No.5790: 0.165683, 22.79999999999998, 37.0
No.5791: 0.165193, 22.99999999999998, 37.0
No.5792: 0.164822, 23.199999999999978, 37.0
No.5793: 0.164441, 23.399999999999977, 37.0
No.5794: 0.164099, 23.599999999999977, 37.0
No.5795: 0.163815, 23.799999999999976, 37.0
No.5796: 0.163572, 23.999999999999975, 37.0
No.5797: 0.163373, 24.199999999999974, 37.0
No.5798: 0.163323, 24.399999999999974, 37.0
No.5799: 0.163337, 24.599999999999973, 37.0
No.5800: 0.163434, 24.799999999999972, 37.0
No.5801: 0.163669, 24.99999999999997, 37.0
No.5802: 0.1641, 25.19999999999997, 37.0
No.5803: 0.164764, 25.39999999999997, 37.0
No.5804: 0.165501, 25.59999999999997, 37.0
No.5805: 0.166191, 25.79999999999997, 37.0
No.5806: 0.166892, 25.999999999999968, 37.0
No.5807: 0.167607, 26.199999999999967, 37.0
No.5808: 0.168342, 26.399999999999967, 37.0
No.5809: 0.169118, 26.599999999999966, 37.0
No.5810: 0.169884, 26.799999999999965, 37.0
No.5811: 0.170592, 26.999999999999964, 37.0
No.5812: 0.171366, 27.199999999999964, 37.0
No.5813: 0.172127, 27.399999999999963, 37.0
No.5814: 0.172893, 27.599999999999962, 37.0
No.5815: 0.173639, 27.79999999999996, 37.0
No.5816: 0.174418, 27.99999999999996, 37.0
No.5817: 0.175173, 28.19999999999996, 37.0
No.5818: 0.175956, 28.39999999999996, 37.0
No.5819: 0.176719, 28.59999999999996, 37.0
No.5820: 0.1775, 28.799999999999958, 37.0
No.5821: 0.178234, 28.999999999999957, 37.0
No.5822: 0.178993, 29.199999999999957, 37.0
No.5823: 0.179745, 29.399999999999956, 37.0
No.5824: 0.180516, 29.599999999999955, 37.0
No.5825: 0.181233, 29.799999999999955, 37.0
No.5826: 0.182012, 29.999999999999954, 37.0
No.5827: 0.18271, 30.199999999999953, 37.0
No.5828: 0.183449, 30.399999999999952, 37.0
No.5829: 0.18416, 30.59999999999995, 37.0
No.5830: 0.184894, 30.79999999999995, 37.0
No.5831: 0.185574, 30.99999999999995, 37.0
No.5832: 0.186293, 31.19999999999995, 37.0
No.5833: 0.187057, 31.39999999999995, 37.0
No.5834: 0.187698, 31.599999999999948, 37.0
No.5835: 0.188388, 31.799999999999947, 37.0
No.5836: 0.189079, 31.999999999999947, 37.0
No.5837: 0.189717, 32.199999999999946, 37.0
No.5838: 0.190426, 32.39999999999995, 37.0
No.5839: 0.19108, 32.599999999999945, 37.0
No.5840: 0.191674, 32.79999999999994, 37.0
No.5841: 0.192307, 32.99999999999994, 37.0
No.5842: 0.192943, 33.199999999999946, 37.0
No.5843: 0.193558, 33.39999999999994, 37.0
No.5844: 0.194146, 33.59999999999994, 37.0
No.5845: 0.19475, 33.79999999999994, 37.0
No.5846: 0.19537, 33.99999999999994, 37.0
No.5847: 0.195886, 34.19999999999994, 37.0
No.5848: 0.196504, 34.399999999999935, 37.0
No.5849: 0.197049, 34.59999999999994, 37.0
No.5850: 0.197574, 34.79999999999994, 37.0
No.5851: 0.198134, 34.999999999999936, 37.0
No.5852: 0.198671, 35.19999999999993, 37.0
No.5853: 0.199146, 35.399999999999935, 37.0
No.5854: 0.199651, 35.59999999999994, 37.0
No.5855: 0.200187, 35.79999999999993, 37.0
No.5856: 0.200699, 35.99999999999993, 37.0
No.5857: 0.201201, 36.19999999999993, 37.0
No.5858: 0.2017, 36.399999999999935, 37.0
No.5859: 0.202205, 36.59999999999993, 37.0
No.5860: 0.20263, 36.799999999999926, 37.0
No.5861: 0.203081, 36.99999999999993, 37.0
No.5862: 0.203571, 37.19999999999993, 37.0
No.5863: 0.204, 37.39999999999993, 37.0
No.5864: 0.204411, 37.59999999999992, 37.0
No.5865: 0.204816, 37.799999999999926, 37.0
No.5866: 0.205263, 37.99999999999993, 37.0
No.5867: 0.205673, 38.199999999999925, 37.0
No.5868: 0.206036, 38.39999999999992, 37.0
No.5869: 0.206346, 38.59999999999992, 37.0
No.5870: 0.206713, 38.799999999999926, 37.0
No.5871: 0.207073, 38.99999999999992, 37.0
No.5872: 0.207386, 39.19999999999992, 37.0
No.5873: 0.207719, 39.39999999999992, 37.0
No.5874: 0.208042, 39.59999999999992, 37.0
No.5875: 0.208323, 39.79999999999992, 37.0
No.5876: 0.208607, 39.999999999999915, 37.0
No.5877: 0.20888, 40.19999999999992, 37.0
No.5878: 0.20916, 40.39999999999992, 37.0
No.5879: 0.209421, 40.599999999999916, 37.0
No.5880: 0.209627, 40.79999999999991, 37.0
No.5881: 0.209896, 40.999999999999915, 37.0
No.5882: 0.210115, 41.19999999999992, 37.0
No.5883: 0.210344, 41.39999999999991, 37.0
No.5884: 0.210546, 41.59999999999991, 37.0
No.5885: 0.210742, 41.79999999999991, 37.0
No.5886: 0.210969, 41.999999999999915, 37.0
No.5887: 0.211145, 42.19999999999991, 37.0
No.5888: 0.211321, 42.399999999999906, 37.0
No.5889: 0.211485, 42.59999999999991, 37.0
No.5890: 0.211707, 42.79999999999991, 37.0
No.5891: 0.211803, 42.99999999999991, 37.0
No.5892: 0.211933, 43.1999999999999, 37.0
No.5893: 0.212083, 43.399999999999906, 37.0
No.5894: 0.212225, 43.59999999999991, 37.0
No.5895: 0.212339, 43.799999999999905, 37.0
No.5896: 0.212447, 43.9999999999999, 37.0
No.5897: 0.212563, 44.1999999999999, 37.0
No.5898: 0.212663, 44.399999999999906, 37.0
No.5899: 0.212782, 44.5999999999999, 37.0
No.5900: 0.212818, 44.7999999999999, 37.0
No.5901: 0.212934, 44.9999999999999, 37.0
No.5902: 0.213023, 45.1999999999999, 37.0
No.5903: 0.213073, 45.3999999999999, 37.0
No.5904: 0.213134, 45.599999999999895, 37.0
No.5905: 0.213167, 45.7999999999999, 37.0
No.5906: 0.213214, 45.9999999999999, 37.0
No.5907: 0.213262, 46.199999999999896, 37.0
No.5908: 0.213265, 46.39999999999989, 37.0
No.5909: 0.213305, 46.599999999999895, 37.0
No.5910: 0.213284, 46.7999999999999, 37.0
No.5911: 0.213308, 46.99999999999989, 37.0
No.5912: 0.213313, 47.19999999999989, 37.0
No.5913: 0.213282, 47.39999999999989, 37.0
No.5914: 0.213274, 47.599999999999895, 37.0
No.5915: 0.213215, 47.79999999999989, 37.0
No.5916: 0.213127, 47.999999999999886, 37.0
No.5917: 0.213132, 48.19999999999989, 37.0
No.5918: 0.213005, 48.39999999999989, 37.0
No.5919: 0.21295, 48.59999999999989, 37.0
No.5920: 0.212851, 48.79999999999988, 37.0
No.5921: 0.212727, 48.999999999999886, 37.0
No.5922: 0.21256, 49.19999999999989, 37.0
No.5923: 0.212431, 49.399999999999885, 37.0
No.5924: 0.212262, 49.59999999999988, 37.0
No.5925: 0.212102, 49.79999999999988, 37.0
No.5926: 0.21185, 49.999999999999886, 37.0
No.5927: 0.211663, 50.19999999999988, 37.0
No.5928: 0.211425, 50.39999999999988, 37.0
No.5929: 0.211167, 50.59999999999988, 37.0
No.5930: 0.210848, 50.79999999999988, 37.0
No.5931: 0.21055, 50.99999999999988, 37.0
No.5932: 0.210222, 51.199999999999875, 37.0
No.5933: 0.209874, 51.39999999999988, 37.0
No.5934: 0.209473, 51.59999999999988, 37.0
No.5935: 0.209059, 51.799999999999876, 37.0
No.5936: 0.208633, 51.99999999999987, 37.0
No.5937: 0.208121, 52.199999999999875, 37.0
No.5938: 0.207637, 52.39999999999988, 37.0
No.5939: 0.207059, 52.59999999999987, 37.0
No.5940: 0.206526, 52.79999999999987, 37.0
No.5941: 0.205891, 52.99999999999987, 37.0
No.5942: 0.205198, 53.199999999999875, 37.0
No.5943: 0.204491, 53.39999999999987, 37.0
No.5944: 0.203753, 53.599999999999866, 37.0
No.5945: 0.202958, 53.79999999999987, 37.0
No.5946: 0.202136, 53.99999999999987, 37.0
No.5947: 0.201237, 54.19999999999987, 37.0
No.5948: 0.200303, 54.399999999999864, 37.0
No.5949: 0.199276, 54.599999999999866, 37.0
No.5950: 0.198257, 54.79999999999987, 37.0
No.5951: 0.197174, 54.999999999999865, 37.0
No.5952: 0.195984, 55.19999999999986, 37.0
No.5953: 0.194714, 55.399999999999864, 37.0
No.5954: 0.193461, 55.599999999999866, 37.0
No.5955: 0.192088, 55.79999999999986, 37.0
No.5956: 0.190704, 55.99999999999986, 37.0
No.5957: 0.189156, 56.19999999999986, 37.0
No.5958: 0.187594, 56.399999999999864, 37.0
No.5959: 0.1859, 56.59999999999986, 37.0
No.5960: 0.184161, 56.799999999999855, 37.0
No.5961: 0.18231, 56.99999999999986, 37.0
No.5962: 0.180415, 57.19999999999986, 37.0
No.5963: 0.178395, 57.39999999999986, 37.0
No.5964: 0.176343, 57.59999999999985, 37.0
No.5965: 0.174156, 57.799999999999855, 37.0
No.5966: 0.171892, 57.99999999999986, 37.0
No.5967: 0.169664, 58.199999999999854, 37.0
No.5968: 0.167244, 58.39999999999985, 37.0
No.5969: 0.164739, 58.59999999999985, 37.0
No.5970: 0.162187, 58.799999999999855, 37.0
No.5971: 0.159524, 58.99999999999985, 37.0
No.5972: 0.156788, 59.19999999999985, 37.0
No.5973: 0.153934, 59.39999999999985, 37.0
No.5974: 0.150984, 59.59999999999985, 37.0
No.5975: 0.147871, 59.79999999999985, 37.0
No.5976: 0.144735, 59.999999999999844, 37.0
No.5977: 0.141395, 60.19999999999985, 37.0
No.5978: 0.137995, 60.39999999999985, 37.0
No.5979: 0.134407, 60.599999999999845, 37.0
No.5980: 0.130739, 60.79999999999984, 37.0
No.5981: 0.126919, 60.999999999999844, 37.0
No.5982: 0.123197, 61.19999999999985, 37.0
No.5983: 0.119311, 61.39999999999984, 37.0
No.5984: 0.115411, 61.59999999999984, 37.0
No.5985: 0.111409, 61.79999999999984, 37.0
No.5986: 0.107348, 61.999999999999844, 37.0
No.5987: 0.103427, 62.19999999999984, 37.0
No.5988: 0.099557, 62.399999999999835, 37.0
No.5989: 0.095859, 62.59999999999984, 37.0
No.5990: 0.093051, 62.79999999999984, 37.0
No.5991: 0.091326, 62.99999999999984, 37.0
No.5992: 0.091443, 63.19999999999983, 37.0
No.5993: 0.092599, 63.399999999999835, 37.0
No.5994: 0.094632, 63.59999999999984, 37.0
No.5995: 0.097378, 63.799999999999834, 37.0
No.5996: 0.100877, 63.99999999999983, 37.0
No.5997: 0.10481, 64.19999999999983, 37.0
No.5998: 0.109289, 64.39999999999984, 37.0
No.5999: 0.115054, 64.59999999999982, 37.0
No.6000: 0.120995, 64.79999999999983, 37.0

No.6001: 0.120995, 17.0, 38.0
No.6002: 0.120995, 17.2, 38.0
No.6003: 0.120995, 17.4, 38.0
No.6004: 0.120995, 17.599999999999998, 38.0
No.6005: 0.120995, 17.799999999999997, 38.0
No.6006: 0.18107, 17.999999999999996, 38.0
No.6007: 0.180248, 18.199999999999996, 38.0
No.6008: 0.179487, 18.399999999999995, 38.0
No.6009: 0.178734, 18.599999999999994, 38.0
No.6010: 0.177957, 18.799999999999994, 38.0
No.6011: 0.17718, 18.999999999999993, 38.0
No.6012: 0.176417, 19.199999999999992, 38.0
No.6013: 0.175633, 19.39999999999999, 38.0
No.6014: 0.174933, 19.59999999999999, 38.0
No.6015: 0.174163, 19.79999999999999, 38.0
No.6016: 0.173408, 19.99999999999999, 38.0
No.6017: 0.172685, 20.19999999999999, 38.0
No.6018: 0.171951, 20.399999999999988, 38.0
No.6019: 0.171196, 20.599999999999987, 38.0
No.6020: 0.170519, 20.799999999999986, 38.0
No.6021: 0.169824, 20.999999999999986, 38.0
