# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      26.856958     -618.502123        2.994693 -20 
      28.871229     -618.508506        3.067763 -14 
      30.214077     -618.511179        3.114606 -10 
      30.885501     -618.512099        3.137508 -8 
      31.556925     -618.512768        3.160081 -6 
      32.228349     -618.513206        3.182336 -4 
      32.899773     -618.513437        3.204284 -2 
      33.235485     -618.513476        3.215146 -1 
      33.571197     -618.513474        3.225935 0 
      33.906909     -618.513430        3.236652 1 
      34.242621     -618.513339        3.247299 2 
      34.914045     -618.513050        3.268386 4 
      35.585469     -618.512616        3.289205 6 
      36.256893     -618.512220        3.309763 8 
      36.928317     -618.511607        3.330069 10 
      38.271165     -618.510027        3.369953 14 
      40.285436     -618.506890        3.428067 20 
      42.299708     -618.503016        3.484275 26 
