1 -1.173500 
2 -1.025500 
3 -0.843500 
4 -0.675500 
5 -0.527500 
6 -0.400500 
7 -0.294500 
8 -0.211500 
9 -0.151500 
10 -0.115500 
11 -0.103500 
12 0.037500 
13 0.287500 
14 0.535500 
15 0.758500 
16 0.945500 
17 1.094500 
18 1.203500 
19 1.274500 
20 1.313500 
21 1.326500 
22 1.320500 
23 1.301500 
24 1.267500 
25 1.218500 
26 1.150500 
27 1.062500 
28 0.953500 
29 0.824500 
30 0.674500 
31 0.504500 
32 0.316500 
33 0.111500 
34 -0.108500 
35 -0.340500 
36 -0.580500 
37 -0.818500 
38 -1.039500 
39 -1.215500 
40 -1.319500 
41 -1.351500 
42 -1.342500 
43 -1.318500 
44 -1.282500 
45 -1.240500 
46 -1.195500 
47 -1.151500 
48 -1.110500 
49 -1.063500 
50 -0.963500 
51 -0.883500 
52 -0.824500 
53 -0.786500 
54 -0.770500 
55 -0.775500 
56 -0.802500 
57 -0.851500 
58 -0.920500 
59 -1.009500 
60 -1.115500 
61 -1.173500 
62 -0.749500 
63 -0.314500 
64 0.080500 
65 0.429500 
66 0.723500 
67 0.959500 
68 1.133500 
69 1.246500 
70 1.307500 
71 1.326500 
72 1.313500 
73 1.274500 
74 1.203500 
75 1.094500 
76 0.945500 
77 0.758500 
78 0.535500 
79 0.287500 
80 0.037500 
81 -0.103500 

1 -1.173500 
2 -1.078500 
3 -0.992500 
4 -0.916500 
5 -0.850500 
6 -0.794500 
7 -0.748500 
8 -0.712500 
9 -0.687500 
10 -0.671500 
11 -0.666500 
12 -0.822500 
13 -1.114500 
14 -1.433500 
15 -1.754500 
16 -2.068500 
17 -2.367500 
18 -2.627500 
19 -2.814500 
20 -2.911500 
21 -2.937500 
22 -2.925500 
23 -2.889500 
24 -2.833500 
25 -2.762500 
26 -2.682500 
27 -2.601500 
28 -2.521500 
29 -2.449500 
30 -2.294500 
31 -2.127500 
32 -1.976500 
33 -1.841500 
34 -1.723500 
35 -1.623500 
36 -1.538500 
37 -1.470500 
38 -1.418500 
39 -1.380500 
40 -1.358500 
41 -1.351500 
42 -1.342500 
43 -1.318500 
44 -1.282500 
45 -1.240500 
46 -1.195500 
47 -1.151500 
48 -1.110500 
49 -1.073500 
50 -1.043500 
51 -1.019500 
52 -1.002500 
53 -0.992500 
54 -0.990500 
55 -0.995500 
56 -1.007500 
57 -1.027500 
58 -1.053500 
59 -1.086500 
60 -1.126500 
61 -1.173500 
62 -1.286500 
63 -1.426500 
64 -1.594500 
65 -1.794500 
66 -2.025500 
67 -2.281500 
68 -2.542500 
69 -2.764500 
70 -2.897500 
71 -2.937500 
72 -2.911500 
73 -2.814500 
74 -2.627500 
75 -2.367500 
76 -2.068500 
77 -1.754500 
78 -1.433500 
79 -1.114500 
80 -0.822500 
81 -0.666500 

1 -1.173500 
2 -1.277500 
3 -1.388500 
4 -1.506500 
5 -1.628500 
6 -1.750500 
7 -1.867500 
8 -1.971500 
9 -2.054500 
