# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      26.856960     -602.738514        2.994693 -20 
      28.871232     -602.744806        3.067763 -14 
      30.214080     -602.747514        3.114606 -10 
      30.885504     -602.748477        3.137508 -8 
      31.556928     -602.749201        3.160081 -6 
      32.228352     -602.749700        3.182336 -4 
      32.899776     -602.749988        3.204284 -2 
      33.235488     -602.750059        3.215146 -1 
      33.571200     -602.750081        3.225935 0 
      33.906912     -602.750060        3.236653 1 
      34.242624     -602.749996        3.247300 2 
      34.914048     -602.749749        3.268386 4 
      35.585472     -602.749351        3.289205 6 
      36.256896     -602.748816        3.309763 8 
      36.928320     -602.748158        3.330069 10 
      38.271168     -602.746511        3.369953 14 
      40.285440     -602.743359        3.428068 20 
      42.299712     -602.739554        3.484275 26 
