# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      29.263440     -499.254793        3.081592 -20 
      31.458198     -499.260921        3.156782 -14 
      32.921370     -499.263175        3.204985 -10 
      33.652956     -499.263864        3.228552 -8 
      34.384542     -499.264294        3.251779 -6 
      35.116128     -499.264504        3.274680 -4 
      35.847714     -499.264363        3.297265 -2 
      36.213507     -499.264289        3.308442 -1 
      36.579300     -499.264174        3.319544 0 
      36.945093     -499.264016        3.330573 1 
      37.310886     -499.263820        3.341529 2 
      38.042472     -499.263324        3.363227 4 
      38.774058     -499.262697        3.384650 6 
      39.505644     -499.261951        3.405805 8 
      40.237230     -499.261098        3.426700 10 
      41.700402     -499.259124        3.467742 14 
      43.895160     -499.255556        3.527542 20 
      46.089918     -499.251449        3.585381 26 
