# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      26.518320     -667.359230        2.982053 -20 
      28.507194     -667.365494        3.054814 -14 
      29.833110     -667.368052        3.101460 -10 
      30.496068     -667.368938        3.124266 -8 
      31.159026     -667.369596        3.146743 -6 
      31.821984     -667.370046        3.168904 -4 
      32.484942     -667.370304        3.190759 -2 
      32.816421     -667.370366        3.201575 -1 
      33.147900     -667.370385        3.212319 0 
      33.479379     -667.370362        3.222991 1 
      33.810858     -667.370299        3.233593 2 
      34.473816     -667.370057        3.254591 4 
      35.136774     -667.369667        3.275322 6 
      35.799732     -667.369138        3.295793 8 
      36.462690     -667.368476        3.316013 10 
      37.788606     -667.366788        3.355730 14 
      39.777480     -667.363462        3.413598 20 
      41.766354     -667.359371        3.469569 26 
