1 -0.690000 
2 -0.760100 
3 -0.969600 
4 -1.315200 
5 -1.790500 
6 -2.384000 
7 -3.075100 
8 -3.825100 
9 -4.559500 
10 -5.140600 
11 -5.371500 
12 -5.090800 
13 -4.325900 
14 -3.246200 
15 -2.010600 
16 -0.725700 
17 0.546100 
18 1.769400 
19 2.923500 
20 3.996900 
21 4.982400 
22 5.876200 
23 6.676100 
24 7.381100 
25 7.990900 
26 8.505800 
27 8.926100 
28 9.252200 
29 9.484800 
30 9.624100 
31 9.670500 
32 9.608700 
33 9.423300 
34 9.115000 
35 8.685200 
36 8.136300 
37 7.473600 
38 6.708100 
39 5.869500 
40 5.057000 
41 4.638000 
42 4.564300 
43 4.343600 
44 3.978100 
45 3.472000 
46 2.833000 
47 2.076000 
48 1.230700 
49 0.363000 
50 -0.374800 
51 -0.690000 
52 -0.441300 
53 0.187800 
54 1.004600 
55 1.886400 
56 2.771800 
57 3.630300 
58 4.446100 
59 5.210700 
60 5.919300 
61 6.569000 
62 7.158200 
63 7.685800 
64 8.151400 
65 8.554900 
66 8.896100 
67 9.175100 
68 9.391900 
69 9.546700 
70 9.639600 
71 9.670500 
72 9.624100 
73 9.484700 
74 9.252200 
75 8.926100 
76 8.505800 
77 7.990900 
78 7.381100 
79 6.676100 
80 5.876200 
81 4.982400 
82 3.996900 
83 2.923500 
84 1.769400 
85 0.546100 
86 -0.725700 
87 -2.010600 
88 -3.246200 
89 -4.325900 
90 -5.090800 
91 -5.371500 

1 -0.690000 
2 -0.760200 
3 -0.969600 
4 -1.315200 
5 -1.790500 
6 -2.384000 
7 -3.075100 
8 -3.825100 
9 -4.559600 
10 -5.140600 
11 -5.371500 
12 -5.349100 
13 -5.291000 
14 -5.219900 
15 -5.163500 
16 -5.146400 
17 -5.188200 
18 -5.303400 
19 -5.502000 
20 -5.790800 
21 -6.174200 
22 -6.654800 
23 -7.233300 
24 -7.908700 
25 -8.677800 
26 -9.533500 
27 -10.461900 
28 -11.434500 
33 -10.769900 
34 -8.756600 
35 -6.766100 
36 -4.863700 
37 -3.079300 
38 -1.435200 
39 0.033600 
40 1.225100 
41 1.770400 
42 1.730000 
43 1.609900 
44 1.413000 
45 1.145000 
46 0.815700 
47 0.441200 
48 0.049000 
49 -0.316300 
50 -0.587600 
51 -0.690000 
52 -0.728400 
53 -0.843700 
54 -1.035800 
55 -1.304400 
56 -1.649400 
57 -2.070500 
58 -2.567200 
59 -3.139000 
60 -3.785100 
61 -4.504400 
62 -5.295500 
63 -6.156300 
64 -7.083600 
65 -8.072600 
66 -9.115100 
67 -10.196300 
68 -11.287100 
74 -11.434500 
75 -10.461900 
76 -9.533500 
77 -8.677800 
78 -7.908700 
79 -7.233300 
80 -6.654800 
81 -6.174200 
82 -5.790800 
83 -5.502000 
84 -5.303400 
85 -5.188200 
86 -5.146400 
87 -5.163500 
88 -5.219900 
89 -5.291000 
90 -5.349100 
91 -5.371500 

1 -6.679800 
2 -6.757900 
3 -6.957500 
4 -6.749800 
5 -6.494000 
6 -6.217700 
7 -5.948500 
8 -5.711700 
9 -5.527700 
10 -5.411300 
11 -5.371500 
12 -5.349100 
13 -5.291000 
14 -5.219900 
15 -5.163500 
16 -5.146400 
17 -5.188200 
18 -5.303400 
19 -5.502000 
20 -5.790800 
21 -6.174200 
22 -6.654800 
23 -7.233300 
24 -7.908700 
25 -8.677800 
26 -9.533500 
27 -10.461900 
28 -11.434500 
46 -11.146300 
47 -9.881500 
48 -8.787900 
49 -7.918600 
50 -7.149800 
51 -6.679800 
52 -6.870500 
53 -7.049900 
54 -7.173800 
55 -7.321900 
56 -7.506100 
57 -7.729200 
58 -7.992200 
59 -8.295500 
60 -8.639300 
61 -9.023300 
62 -9.446600 
63 -9.907900 
64 -10.404300 
65 -10.930700 
66 -11.478600 
74 -11.434500 
75 -10.461900 
76 -9.533500 
77 -8.677800 
78 -7.908700 
79 -7.233300 
80 -6.654800 
81 -6.174200 
82 -5.790800 
83 -5.502000 
84 -5.303400 
85 -5.188200 
86 -5.146400 
87 -5.163500 
88 -5.219900 
89 -5.291000 
90 -5.349100 
91 -5.371500 

1 -7.140200 
2 -7.093100 
3 -6.992200 
4 -7.382000 
5 -7.926100 
6 -8.622400 
7 -9.466400 
8 -10.447600 
9 -11.538100 
47 -11.913400 
48 -9.991100 
49 -8.351500 
50 -7.343900 
51 -7.140200 
52 -7.287700 
53 -8.005700 
54 -9.144200 
55 -10.498400 
56 -11.990800 


