# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      26.675680     -634.523993        2.987940 -20 
      28.676356     -634.530514        3.060845 -14 
      30.010140     -634.533189        3.107583 -10 
      30.677032     -634.534104        3.130433 -8 
      31.343924     -634.534772        3.152955 -6 
      32.010816     -634.535214        3.175160 -4 
      32.677708     -634.535453        3.197058 -2 
      33.011154     -634.535501        3.207896 -1 
      33.344600     -634.535505        3.218661 0 
      33.678046     -634.535469        3.229354 1 
      34.011492     -634.535393        3.239977 2 
      34.678384     -634.535130        3.261016 4 
      35.345276     -634.534727        3.281788 6 
      36.012168     -634.534195        3.302299 8 
      36.679060     -634.533547        3.322559 10 
      38.012844     -634.531932        3.362354 14 
      40.013520     -634.528805        3.420337 20 
      42.014196     -634.524968        3.476418 26 
