# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      28.283680     -513.340051        3.046810 -20 
      30.404956     -513.346186        3.121151 -14 
      31.819140     -513.348705        3.168810 -10 
      32.526232     -513.349595        3.192111 -8 
      33.233324     -513.350243        3.215076 -6 
      33.940416     -513.350678        3.237718 -4 
      34.647508     -513.350916        3.260048 -2 
      35.001054     -513.350959        3.271099 -1 
      35.354600     -513.350953        3.282076 0 
      35.708146     -513.350938        3.292980 1 
      36.061692     -513.350862        3.303812 2 
      36.768784     -513.350496        3.325266 4 
      37.475876     -513.350089        3.346447 6 
      38.182968     -513.349572        3.367363 8 
      38.890060     -513.348927        3.388022 10 
      40.304244     -513.347329        3.428601 14 
      42.425520     -513.344237        3.487726 20 
      44.546796     -513.340475        3.544912 26 
