1 23.064700 
2 23.075700 
3 23.086500 
4 23.096800 
5 23.106400 
6 23.115000 
7 23.122300 
8 23.128200 
9 23.132500 
10 23.135200 
11 23.135900 
12 23.132700 
13 23.123100 
14 23.107800 
15 23.088500 
16 23.067200 
17 23.045600 
18 23.026100 
19 23.010500 
20 23.000400 
21 22.997100 
22 22.998100 
23 23.001500 
24 23.007000 
25 23.014200 
26 23.022800 
27 23.032100 
28 23.041700 
29 23.051400 
30 23.060700 
31 23.069100 
32 23.076300 
33 23.082400 
34 23.087200 
35 23.090900 
36 23.093400 
37 23.095300 
38 23.096200 
39 23.096900 
40 23.097400 
41 23.097500 
42 23.097500 
43 23.097800 
44 23.098100 
45 23.098300 
46 23.098800 
47 23.099100 
48 23.099300 
49 23.099400 
50 23.099000 
51 23.098300 
52 23.097300 
53 23.095800 
54 23.093700 
55 23.091000 
56 23.087900 
57 23.084100 
58 23.079900 
59 23.075300 
60 23.070100 
61 23.064700 
62 23.085600 
63 23.100700 
64 23.106900 
65 23.102300 
66 23.088000 
67 23.066100 
68 23.041500 
69 23.018700 
70 23.002700 
71 22.997100 
72 23.000400 
73 23.010500 
74 23.026100 
75 23.045600 
76 23.067200 
77 23.088500 
78 23.107800 
79 23.123100 
80 23.132700 
81 23.135900 

1 23.064700 
2 23.064400 
3 23.062900 
4 23.060600 
5 23.057700 
6 23.054300 
7 23.051000 
8 23.048100 
9 23.045800 
10 23.044300 
11 23.043600 
12 23.042600 
13 23.039400 
14 23.034200 
15 23.027600 
16 23.020500 
17 23.013200 
18 23.006600 
19 23.001400 
20 22.998100 
21 22.997100 
22 22.997600 
23 22.999200 
24 23.002100 
25 23.006000 
26 23.010900 
27 23.016600 
28 23.023100 
29 23.030300 
30 23.037800 
31 23.045600 
32 23.053400 
33 23.061200 
34 23.068700 
35 23.075600 
36 23.081800 
37 23.087200 
38 23.091600 
39 23.094900 
40 23.096800 
41 23.097500 
42 23.097500 
43 23.097800 
44 23.098100 
45 23.098300 
46 23.098800 
47 23.099100 
48 23.099300 
49 23.099400 
50 23.099000 
51 23.098300 
52 23.097300 
53 23.095800 
54 23.093700 
55 23.091000 
56 23.087900 
57 23.084100 
58 23.079900 
59 23.075300 
60 23.070100 
61 23.064700 
62 23.053600 
63 23.042200 
64 23.031500 
65 23.021900 
66 23.013800 
67 23.007200 
68 23.002500 
69 22.999400 
70 22.997600 
71 22.997100 
72 22.998100 
73 23.001400 
74 23.006600 
75 23.013200 
76 23.020500 
77 23.027600 
78 23.034200 
79 23.039400 
80 23.042600 
81 23.043600 

1 23.064700 
2 23.053900 
3 23.043500 
4 23.033600 
5 23.024500 
6 23.016400 
7 23.009500 
8 23.004000 
9 23.000100 
10 22.997600 
11 22.996700 
12 22.996800 
13 22.996900 
14 22.996800 
15 22.996800 
16 22.996900 
17 22.996900 
18 22.996900 
19 22.996900 
20 22.997000 
21 22.997100 
22 22.997600 
23 22.999200 
24 23.002100 
25 23.006000 
26 23.010900 
27 23.016600 
28 23.023100 
29 23.030300 
30 23.037800 
31 23.045600 
32 23.053400 
33 23.061200 
34 23.068700 
35 23.075600 
36 23.081800 
37 23.087200 
38 23.091600 
39 23.094900 
40 23.096800 
41 23.097500 
42 23.096300 
43 23.092700 
44 23.086900 
45 23.079500 
46 23.070800 
47 23.061000 
48 23.051000 
49 23.041200 
50 23.032200 
51 23.024600 
52 23.018900 
53 23.015400 
54 23.014300 
55 23.015600 
56 23.019600 
57 23.025800 
58 23.033700 
59 23.043400 
60 23.054000 
61 23.064700 
62 23.053600 
63 23.042200 
64 23.031500 
65 23.021900 
66 23.013800 
67 23.007200 
68 23.002500 
69 22.999400 
70 22.997600 
71 22.997100 
72 22.997000 
73 22.996900 
74 22.996900 
75 22.996900 
76 22.996900 
77 22.996800 
78 22.996800 
79 22.996900 
80 22.996800 
81 22.996700 

1 -0.335000 
