# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      26.786319     -634.524443        2.992065 -20 
      28.795293     -634.530803        3.065071 -14 
      30.134609     -634.533378        3.111873 -10 
      30.804267     -634.534250        3.134755 -8 
      31.473925     -634.534875        3.157308 -6 
      32.143583     -634.535277        3.179543 -4 
      32.813241     -634.535477        3.201472 -2 
      33.148070     -634.535510        3.212325 -1 
      33.482899     -634.535498        3.223104 0 
      33.817728     -634.535443        3.233812 1 
      34.152557     -634.535351        3.244450 2 
      34.822215     -634.535054        3.265518 4 
      35.491873     -634.534618        3.286318 6 
      36.161531     -634.534060        3.306858 8 
      36.831189     -634.533827        3.327146 10 
      38.170505     -634.532158        3.366996 14 
      40.179479     -634.528887        3.425059 20 
      42.188453     -634.524897        3.481218 26 
