# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      26.962870     -602.738920        2.998624 -20 
      28.985086     -602.745077        3.071790 -14 
      30.333229     -602.747703        3.118695 -10 
      31.007301     -602.748626        3.141627 -8 
      31.681373     -602.749309        3.164230 -6 
      32.355444     -602.749770        3.186514 -4 
      33.029516     -602.750020        3.208490 -2 
      33.366552     -602.750073        3.219367 -1 
      33.703588     -602.750078        3.230170 0 
      34.040624     -602.750040        3.240902 1 
      34.377660     -602.749960        3.251562 2 
      35.051732     -602.749679        3.272677 4 
      35.725803     -602.749249        3.293523 6 
      36.399875     -602.748556        3.314108 8 
      37.073947     -602.747939        3.334440 10 
      38.422090     -602.746375        3.374377 14 
      40.444306     -602.743301        3.432568 20 
      42.466521     -602.739506        3.488849 26 
