# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      27.480158     -556.958503        3.017679 -20 
      29.541170     -556.964384        3.091310 -14 
      30.915178     -556.966782        3.138513 -10 
      31.602182     -556.967608        3.161591 -8 
      32.289186     -556.968201        3.184337 -6 
      32.976190     -556.968572        3.206763 -4 
      33.663194     -556.968773        3.228879 -2 
      34.006696     -556.968825        3.239824 -1 
      34.350198     -556.968823        3.250696 0 
      34.693700     -556.968770        3.261496 1 
      35.037202     -556.968688        3.272225 2 
      35.724206     -556.968401        3.293474 4 
      36.411210     -556.967974        3.314452 6 
      37.098214     -556.967361        3.335168 8 
      37.785218     -556.966629        3.355629 10 
      39.159226     -556.964914        3.395820 14 
      41.220238     -556.961702        3.454380 20 
      43.281249     -556.957887        3.511020 26 
