# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      27.251040     -556.957649        3.009269 -20 
      29.294868     -556.963870        3.082695 -14 
      30.657420     -556.966412        3.129766 -10 
      31.338696     -556.967318        3.152780 -8 
      32.019972     -556.967983        3.175462 -6 
      32.701248     -556.968449        3.197826 -4 
      33.382524     -556.968723        3.219880 -2 
      33.723162     -556.968785        3.230795 -1 
      34.063800     -556.968828        3.241637 0 
      34.404438     -556.968810        3.252407 1 
      34.745076     -556.968764        3.263105 2 
      35.426352     -556.968542        3.284295 4 
      36.107628     -556.968199        3.305215 6 
      36.788904     -556.967729        3.325873 8 
      37.470180     -556.967143        3.346277 10 
      38.832732     -556.965600        3.386356 14 
      40.876560     -556.962596        3.444753 20 
      42.920388     -556.958857        3.501235 26 
