# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      27.093840     -571.970772        3.003472 -20 
      29.125878     -571.976918        3.076756 -14 
      30.480570     -571.979496        3.123736 -10 
      31.157916     -571.980412        3.146706 -8 
      31.835262     -571.981097        3.169345 -6 
      32.512608     -571.981562        3.191665 -4 
      33.189954     -571.981862        3.213677 -2 
      33.528627     -571.981947        3.224571 -1 
      33.867300     -571.981988        3.235392 0 
      34.205973     -571.981976        3.246141 1 
      34.544646     -571.981933        3.256819 2 
      35.221992     -571.981719        3.277967 4 
      35.899338     -571.981396        3.298847 6 
      36.576684     -571.980912        3.319465 8 
      37.254030     -571.980295        3.339830 10 
      38.608722     -571.978739        3.379832 14 
      40.640760     -571.975680        3.438117 20 
      42.672798     -571.971893        3.494489 26 
