# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      27.093839     -587.230131        3.003471 -20 
      29.125877     -587.236130        3.076756 -14 
      30.480569     -587.238654        3.123736 -10 
      31.157915     -587.239543        3.146706 -8 
      31.835261     -587.240212        3.169345 -6 
      32.512607     -587.240670        3.191665 -4 
      33.189953     -587.240929        3.213677 -2 
      33.528626     -587.240989        3.224571 -1 
      33.867299     -587.241004        3.235392 0 
      34.205972     -587.240976        3.246140 1 
      34.544645     -587.240905        3.256819 2 
      35.221991     -587.240650        3.277967 4 
      35.899337     -587.240242        3.298847 6 
      36.576683     -587.239399        3.319465 8 
      37.254029     -587.238754        3.339830 10 
      38.608721     -587.237158        3.379832 14 
      40.640759     -587.234086        3.438117 20 
      42.672797     -587.230335        3.494489 26 
