# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      29.683683     -471.683823        3.096273 -20 
      31.909959     -471.692003        3.171822 -14 
      33.394144     -471.695426        3.220254 -10 
      34.136236     -471.696754        3.243933 -8 
      34.878328     -471.697758        3.267271 -6 
      35.620420     -471.698487        3.290281 -4 
      36.362512     -471.700270        3.312973 -2 
      36.733558     -471.700456        3.324204 -1 
      37.104604     -471.700576        3.335359 0 
      37.475650     -471.700650        3.346440 1 
      37.846696     -471.700669        3.357448 2 
      38.588788     -471.700587        3.379250 4 
      39.330880     -471.700301        3.400775 6 
      40.072972     -471.699875        3.422030 8 
      40.815064     -471.699321        3.443025 10 
      42.299249     -471.697850        3.484263 14 
      44.525525     -471.695016        3.544348 20 
      46.751801     -471.691526        3.602462 26 
