# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      26.786320     -618.501843        2.992065 -20 
      28.795294     -618.508318        3.065071 -14 
      30.134610     -618.511053        3.111873 -10 
      30.804268     -618.512001        3.134755 -8 
      31.473926     -618.512696        3.157308 -6 
      32.143584     -618.513162        3.179543 -4 
      32.813242     -618.513419        3.201472 -2 
      33.148071     -618.513471        3.212325 -1 
      33.482900     -618.513480        3.223104 0 
      33.817729     -618.513445        3.233812 1 
      34.152558     -618.513367        3.244450 2 
      34.822216     -618.513097        3.265518 4 
      35.491874     -618.512685        3.286318 6 
      36.161532     -618.512141        3.306858 8 
      36.831190     -618.511477        3.327146 10 
      38.170506     -618.509833        3.366996 14 
      40.179480     -618.506692        3.425059 20 
      42.188454     -618.502881        3.481218 26 
