No.247: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.259: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.262: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.264: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.265: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.269: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.270: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.272: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.274: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.276: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.277: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.278: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.279: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.280: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.281: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.282: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.283: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.284: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.285: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.287: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.288: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.289: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.290: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.291: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.292: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.293: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.294: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.295: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.296: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.297: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.299: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.300: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.301: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.302: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.303: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.304: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.305: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.306: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.307: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141712, 2.58519
No.250: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.56, 0.141713, 2.58519
No.257: 0.124244, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.93, 13.88, 25.76, 3.95, 17.95, 33.56, 0.141713, 2.58519
No.251: 0.124255, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.17, 3.93, 13.88, 25.75, 3.95, 17.95, 33.56, 0.141712, 2.58519
No.254: 0.124258, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.94, 13.88, 25.77, 3.95, 17.95, 33.56, 0.141745, 2.58519
No.244: 0.12426, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.00, 11.52, 27.17, 3.94, 13.88, 25.75, 3.95, 17.96, 33.54, 0.141733, 2.58519
No.256: 0.12426, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.94, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141737, 2.58519
No.260: 0.12426, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.94, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141737, 2.58519
No.266: 0.12426, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.18, 3.94, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141737, 2.58519
No.248: 0.124262, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.00, 11.52, 27.18, 3.93, 13.88, 25.75, 3.95, 17.95, 33.56, 0.141707, 2.58519
No.245: 0.124264, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.16, 3.94, 13.89, 25.76, 3.95, 17.97, 33.56, 0.141731, 2.58519
No.243: 0.124265, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.00, 11.53, 27.16, 3.93, 13.88, 25.73, 3.95, 17.95, 33.56, 0.1417, 2.58519
No.261: 0.124269, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.00, 11.52, 27.18, 3.94, 13.88, 25.76, 3.95, 17.95, 33.56, 0.141735, 2.58519
No.246: 0.124271, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.16, 3.94, 13.89, 25.73, 3.95, 17.95, 33.56, 0.141728, 2.58519
No.253: 0.124271, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.01, 11.52, 27.17, 3.94, 13.88, 25.76, 3.95, 17.95, 33.56, 0.141739, 2.58519
No.258: 0.124273, 7.4, 28.6, 5.8, 5.1, 9.6, 5.5, 9.0, 6.5, 5.00, 11.52, 27.18, 3.94, 13.88, 25.76, 3.95, 17.95, 33.55, 0.141731, 2.58519
