#No.: ETA value [eV], r0, sigma
No.892: 0.218194, 7.100000000000005, 4.400000000000002
No.893: 0.224535, 7.200000000000005, 4.400000000000002
No.894: 0.231171, 7.300000000000004, 4.400000000000002
No.895: 0.238001, 7.400000000000005, 4.400000000000002
No.896: 0.245188, 7.500000000000005, 4.400000000000002
No.897: 0.252697, 7.600000000000005, 4.400000000000002
No.898: 0.260484, 7.700000000000005, 4.400000000000002
No.899: 0.268866, 7.800000000000005, 4.400000000000002
No.900: 0.277705, 7.900000000000006, 4.400000000000002
No.901: 0.286523, 8.000000000000005, 4.400000000000002
No.902: 0.294265, 8.100000000000005, 4.400000000000002
No.903: 0.301373, 8.200000000000006, 4.400000000000002
No.904: 0.307981, 8.300000000000006, 4.400000000000002
No.905: 0.314522, 8.400000000000006, 4.400000000000002
No.906: 0.31548, 8.500000000000005, 4.400000000000002
No.907: 0.314857, 8.600000000000005, 4.400000000000002
No.908: 0.314123, 8.700000000000006, 4.400000000000002
No.909: 0.314146, 8.800000000000006, 4.400000000000002
No.910: 0.317476, 8.900000000000006, 4.400000000000002

No.911: 1.803044, 2.0, 4.600000000000002
No.912: 1.754093, 2.1, 4.600000000000002
No.913: 1.688653, 2.2, 4.600000000000002
No.914: 1.622256, 2.3000000000000003, 4.600000000000002
No.915: 1.541843, 2.4000000000000004, 4.600000000000002
No.916: 1.445252, 2.5000000000000004, 4.600000000000002
No.917: 1.154371, 2.6000000000000005, 4.600000000000002
No.918: 0.938841, 2.7000000000000006, 4.600000000000002
No.919: 0.731777, 2.8000000000000007, 4.600000000000002
No.920: 0.588361, 2.900000000000001, 4.600000000000002
No.921: 0.522575, 3.000000000000001, 4.600000000000002
No.922: 0.4603, 3.100000000000001, 4.600000000000002
No.923: 0.42659, 3.200000000000001, 4.600000000000002
No.924: 0.404136, 3.300000000000001, 4.600000000000002
No.925: 0.384077, 3.4000000000000012, 4.600000000000002
No.926: 0.365627, 3.5000000000000013, 4.600000000000002
No.927: 0.348065, 3.6000000000000014, 4.600000000000002
No.928: 0.331528, 3.7000000000000015, 4.600000000000002
No.929: 0.316461, 3.8000000000000016, 4.600000000000002
No.930: 0.302053, 3.9000000000000017, 4.600000000000002
No.931: 0.287955, 4.000000000000002, 4.600000000000002
No.932: 0.275033, 4.100000000000001, 4.600000000000002
No.933: 0.26246, 4.200000000000002, 4.600000000000002
No.934: 0.250804, 4.3000000000000025, 4.600000000000002
No.935: 0.240167, 4.400000000000002, 4.600000000000002
No.936: 0.23155, 4.500000000000002, 4.600000000000002
No.937: 0.240074, 4.600000000000002, 4.600000000000002
No.938: 0.250457, 4.700000000000003, 4.600000000000002
No.939: 0.262554, 4.8000000000000025, 4.600000000000002
No.940: 0.267045, 4.900000000000002, 4.600000000000002
No.941: 0.244321, 5.000000000000003, 4.600000000000002
No.942: 0.225845, 5.100000000000003, 4.600000000000002
No.943: 0.211344, 5.200000000000003, 4.600000000000002
No.944: 0.200691, 5.3000000000000025, 4.600000000000002
No.945: 0.192629, 5.400000000000003, 4.600000000000002
No.946: 0.186551, 5.5000000000000036, 4.600000000000002
No.947: 0.181926, 5.600000000000003, 4.600000000000002
No.948: 0.178675, 5.700000000000003, 4.600000000000002
No.949: 0.176802, 5.800000000000003, 4.600000000000002
No.950: 0.176139, 5.900000000000004, 4.600000000000002
No.951: 0.176628, 6.0000000000000036, 4.600000000000002
No.952: 0.177961, 6.100000000000003, 4.600000000000002
No.953: 0.179963, 6.200000000000004, 4.600000000000002
No.954: 0.182283, 6.300000000000004, 4.600000000000002
No.955: 0.184723, 6.400000000000004, 4.600000000000002
No.956: 0.18851, 6.5000000000000036, 4.600000000000002
No.957: 0.192994, 6.600000000000004, 4.600000000000002
No.958: 0.197853, 6.700000000000005, 4.600000000000002
No.959: 0.203215, 6.800000000000004, 4.600000000000002
No.960: 0.209153, 6.900000000000004, 4.600000000000002
No.961: 0.215258, 7.000000000000004, 4.600000000000002
No.962: 0.221721, 7.100000000000005, 4.600000000000002
No.963: 0.228523, 7.200000000000005, 4.600000000000002
No.964: 0.235499, 7.300000000000004, 4.600000000000002
No.965: 0.242794, 7.400000000000005, 4.600000000000002
No.966: 0.250401, 7.500000000000005, 4.600000000000002
No.967: 0.258329, 7.600000000000005, 4.600000000000002
No.968: 0.266827, 7.700000000000005, 4.600000000000002
No.969: 0.275832, 7.800000000000005, 4.600000000000002
No.970: 0.285091, 7.900000000000006, 4.600000000000002
No.971: 0.293198, 8.000000000000005, 4.600000000000002
No.972: 0.300455, 8.100000000000005, 4.600000000000002
No.973: 0.307317, 8.200000000000006, 4.600000000000002
No.974: 0.314069, 8.300000000000006, 4.600000000000002
No.975: 0.315604, 8.400000000000006, 4.600000000000002
No.976: 0.314956, 8.500000000000005, 4.600000000000002
No.977: 0.314223, 8.600000000000005, 4.600000000000002
No.978: 0.314182, 8.700000000000006, 4.600000000000002
No.979: 0.318999, 8.800000000000006, 4.600000000000002
No.980: 0.328064, 8.900000000000006, 4.600000000000002

No.981: 1.817388, 2.0, 4.8000000000000025
No.982: 1.771619, 2.1, 4.8000000000000025
No.983: 1.708844, 2.2, 4.8000000000000025
No.984: 1.640313, 2.3000000000000003, 4.8000000000000025
No.985: 1.561081, 2.4000000000000004, 4.8000000000000025
No.986: 1.464689, 2.5000000000000004, 4.8000000000000025
No.987: 1.212247, 2.6000000000000005, 4.8000000000000025
No.988: 0.968861, 2.7000000000000006, 4.8000000000000025
No.989: 0.759919, 2.8000000000000007, 4.8000000000000025
No.990: 0.59963, 2.900000000000001, 4.8000000000000025
No.991: 0.526404, 3.000000000000001, 4.8000000000000025
No.992: 0.462555, 3.100000000000001, 4.8000000000000025
No.993: 0.427734, 3.200000000000001, 4.8000000000000025
No.994: 0.405625, 3.300000000000001, 4.8000000000000025
No.995: 0.386161, 3.4000000000000012, 4.8000000000000025
No.996: 0.368164, 3.5000000000000013, 4.8000000000000025
No.997: 0.350878, 3.6000000000000014, 4.8000000000000025
No.998: 0.334416, 3.7000000000000015, 4.8000000000000025
No.999: 0.319072, 3.8000000000000016, 4.8000000000000025
No.1000: 0.304494, 3.9000000000000017, 4.8000000000000025
No.1001: 0.290078, 4.000000000000002, 4.8000000000000025
No.1002: 0.27669, 4.100000000000001, 4.8000000000000025
No.1003: 0.263598, 4.200000000000002, 4.8000000000000025
No.1004: 0.251526, 4.3000000000000025, 4.8000000000000025
No.1005: 0.2405, 4.400000000000002, 4.8000000000000025
No.1006: 0.230935, 4.500000000000002, 4.8000000000000025
No.1007: 0.240154, 4.600000000000002, 4.8000000000000025
No.1008: 0.251267, 4.700000000000003, 4.8000000000000025
No.1009: 0.264334, 4.8000000000000025, 4.8000000000000025
No.1010: 0.264334, 4.900000000000002, 4.8000000000000025
No.1011: 0.240432, 5.000000000000003, 4.8000000000000025
No.1012: 0.221791, 5.100000000000003, 4.8000000000000025
No.1013: 0.20762, 5.200000000000003, 4.8000000000000025
No.1014: 0.197164, 5.3000000000000025, 4.8000000000000025
No.1015: 0.18938, 5.400000000000003, 4.8000000000000025
No.1016: 0.183581, 5.5000000000000036, 4.8000000000000025
No.1017: 0.179223, 5.600000000000003, 4.8000000000000025
No.1018: 0.176257, 5.700000000000003, 4.8000000000000025
No.1019: 0.174772, 5.800000000000003, 4.8000000000000025
No.1020: 0.174571, 5.900000000000004, 4.8000000000000025
No.1021: 0.175589, 6.0000000000000036, 4.8000000000000025
No.1022: 0.177409, 6.100000000000003, 4.8000000000000025
No.1023: 0.179779, 6.200000000000004, 4.8000000000000025
No.1024: 0.182301, 6.300000000000004, 4.8000000000000025
No.1025: 0.185431, 6.400000000000004, 4.8000000000000025
No.1026: 0.189864, 6.5000000000000036, 4.8000000000000025
No.1027: 0.19459, 6.600000000000004, 4.8000000000000025
No.1028: 0.19989, 6.700000000000005, 4.8000000000000025
No.1029: 0.205832, 6.800000000000004, 4.8000000000000025
No.1030: 0.212036, 6.900000000000004, 4.8000000000000025
No.1031: 0.218489, 7.000000000000004, 4.8000000000000025
No.1032: 0.225403, 7.100000000000005, 4.8000000000000025
No.1033: 0.232536, 7.200000000000005, 4.8000000000000025
No.1034: 0.239892, 7.300000000000004, 4.8000000000000025
No.1035: 0.247642, 7.400000000000005, 4.8000000000000025
No.1036: 0.255706, 7.500000000000005, 4.8000000000000025
No.1037: 0.264182, 7.600000000000005, 4.8000000000000025
No.1038: 0.273291, 7.700000000000005, 4.8000000000000025
No.1039: 0.282992, 7.800000000000005, 4.8000000000000025
No.1040: 0.291489, 7.900000000000006, 4.8000000000000025
No.1041: 0.299063, 8.000000000000005, 4.8000000000000025
No.1042: 0.306119, 8.100000000000005, 4.8000000000000025
No.1043: 0.313004, 8.200000000000006, 4.8000000000000025
No.1044: 0.315861, 8.300000000000006, 4.8000000000000025
No.1045: 0.315092, 8.400000000000006, 4.8000000000000025
No.1046: 0.314366, 8.500000000000005, 4.8000000000000025
No.1047: 0.314421, 8.600000000000005, 4.8000000000000025
No.1048: 0.319787, 8.700000000000006, 4.8000000000000025
No.1049: 0.328807, 8.800000000000006, 4.8000000000000025
No.1050: 0.328398, 8.900000000000006, 4.8000000000000025

No.1051: 1.829987, 2.0, 5.000000000000003
No.1052: 1.787525, 2.1, 5.000000000000003
No.1053: 1.727844, 2.2, 5.000000000000003
No.1054: 1.657924, 2.3000000000000003, 5.000000000000003
No.1055: 1.579465, 2.4000000000000004, 5.000000000000003
No.1056: 1.483301, 2.5000000000000004, 5.000000000000003
No.1057: 1.267124, 2.6000000000000005, 5.000000000000003
No.1058: 0.995222, 2.7000000000000006, 5.000000000000003
No.1059: 0.786977, 2.8000000000000007, 5.000000000000003
No.1060: 0.611309, 2.900000000000001, 5.000000000000003
No.1061: 0.52949, 3.000000000000001, 5.000000000000003
No.1062: 0.46404, 3.100000000000001, 5.000000000000003
No.1063: 0.42794, 3.200000000000001, 5.000000000000003
No.1064: 0.406365, 3.300000000000001, 5.000000000000003
No.1065: 0.387574, 3.4000000000000012, 5.000000000000003
No.1066: 0.37021, 3.5000000000000013, 5.000000000000003
No.1067: 0.353296, 3.6000000000000014, 5.000000000000003
No.1068: 0.336987, 3.7000000000000015, 5.000000000000003
No.1069: 0.321472, 3.8000000000000016, 5.000000000000003
No.1070: 0.306739, 3.9000000000000017, 5.000000000000003
No.1071: 0.29217, 4.000000000000002, 5.000000000000003
No.1072: 0.277574, 4.100000000000001, 5.000000000000003
No.1073: 0.263452, 4.200000000000002, 5.000000000000003
No.1074: 0.251191, 4.3000000000000025, 5.000000000000003
No.1075: 0.240719, 4.400000000000002, 5.000000000000003
No.1076: 0.230315, 4.500000000000002, 5.000000000000003
No.1077: 0.239947, 4.600000000000002, 5.000000000000003
No.1078: 0.251744, 4.700000000000003, 5.000000000000003
No.1079: 0.265889, 4.8000000000000025, 5.000000000000003
No.1080: 0.260054, 4.900000000000002, 5.000000000000003
No.1081: 0.236719, 5.000000000000003, 5.000000000000003
No.1082: 0.217904, 5.100000000000003, 5.000000000000003
No.1083: 0.217904, 5.200000000000003, 5.000000000000003
No.1084: 0.193855, 5.3000000000000025, 5.000000000000003
No.1085: 0.186302, 5.400000000000003, 5.000000000000003
No.1086: 0.180739, 5.5000000000000036, 5.000000000000003
No.1087: 0.176669, 5.600000000000003, 5.000000000000003
No.1088: 0.174122, 5.700000000000003, 5.000000000000003
No.1089: 0.17299, 5.800000000000003, 5.000000000000003
No.1090: 0.173462, 5.900000000000004, 5.000000000000003
No.1091: 0.174923, 6.0000000000000036, 5.000000000000003
No.1092: 0.177158, 6.100000000000003, 5.000000000000003
No.1093: 0.179776, 6.200000000000004, 5.000000000000003
No.1094: 0.182402, 6.300000000000004, 5.000000000000003
No.1095: 0.18659, 6.400000000000004, 5.000000000000003
No.1096: 0.191318, 6.5000000000000036, 5.000000000000003
No.1097: 0.196458, 6.600000000000004, 5.000000000000003
No.1098: 0.202155, 6.700000000000005, 5.000000000000003
No.1099: 0.208479, 6.800000000000004, 5.000000000000003
No.1100: 0.214969, 6.900000000000004, 5.000000000000003
No.1101: 0.221982, 7.000000000000004, 5.000000000000003
No.1102: 0.229151, 7.100000000000005, 5.000000000000003
No.1103: 0.236605, 7.200000000000005, 5.000000000000003
No.1104: 0.244419, 7.300000000000004, 5.000000000000003
No.1105: 0.252532, 7.400000000000005, 5.000000000000003
No.1106: 0.261093, 7.500000000000005, 5.000000000000003
No.1107: 0.261093, 7.600000000000005, 5.000000000000003
No.1108: 0.279966, 7.700000000000005, 5.000000000000003
No.1109: 0.289284, 7.800000000000005, 5.000000000000003
No.1110: 0.297148, 7.900000000000006, 5.000000000000003
No.1111: 0.304381, 8.000000000000005, 5.000000000000003
No.1112: 0.311413, 8.100000000000005, 5.000000000000003
No.1113: 0.316128, 8.200000000000006, 5.000000000000003
No.1114: 0.315259, 8.300000000000006, 5.000000000000003
No.1115: 0.314457, 8.400000000000006, 5.000000000000003
No.1116: 0.31451, 8.500000000000005, 5.000000000000003
No.1117: 0.319423, 8.600000000000005, 5.000000000000003
No.1118: 0.328645, 8.700000000000006, 5.000000000000003
No.1119: 0.327801, 8.800000000000006, 5.000000000000003
No.1120: 0.332169, 8.900000000000006, 5.000000000000003

No.1121: 1.841319, 2.0, 5.200000000000003
No.1122: 1.801941, 2.1, 5.200000000000003
No.1123: 1.744995, 2.2, 5.200000000000003
No.1124: 1.675027, 2.3000000000000003, 5.200000000000003
No.1125: 1.597329, 2.4000000000000004, 5.200000000000003
No.1126: 1.5016, 2.5000000000000004, 5.200000000000003
No.1127: 1.32038, 2.6000000000000005, 5.200000000000003
No.1128: 1.019634, 2.7000000000000006, 5.200000000000003
No.1129: 0.812914, 2.8000000000000007, 5.200000000000003
No.1130: 0.622745, 2.900000000000001, 5.200000000000003
No.1131: 0.532121, 3.000000000000001, 5.200000000000003
No.1132: 0.464978, 3.100000000000001, 5.200000000000003
No.1133: 0.42756, 3.200000000000001, 5.200000000000003
No.1134: 0.406385, 3.300000000000001, 5.200000000000003
No.1135: 0.406385, 3.4000000000000012, 5.200000000000003
No.1136: 0.371628, 3.5000000000000013, 5.200000000000003
No.1137: 0.355332, 3.6000000000000014, 5.200000000000003
No.1138: 0.339259, 3.7000000000000015, 5.200000000000003
No.1139: 0.323729, 3.8000000000000016, 5.200000000000003
No.1140: 0.308813, 3.9000000000000017, 5.200000000000003
No.1141: 0.294013, 4.000000000000002, 5.200000000000003
No.1142: 0.277934, 4.100000000000001, 5.200000000000003
No.1143: 0.263174, 4.200000000000002, 5.200000000000003
No.1144: 0.250282, 4.3000000000000025, 5.200000000000003
No.1145: 0.239529, 4.400000000000002, 5.200000000000003
No.1146: 0.230145, 4.500000000000002, 5.200000000000003
No.1147: 0.239454, 4.600000000000002, 5.200000000000003
No.1148: 0.251959, 4.700000000000003, 5.200000000000003
No.1149: 0.266998, 4.8000000000000025, 5.200000000000003
No.1150: 0.256582, 4.900000000000002, 5.200000000000003
No.1151: 0.232969, 5.000000000000003, 5.200000000000003
No.1152: 0.214239, 5.100000000000003, 5.200000000000003
No.1153: 0.200629, 5.200000000000003, 5.200000000000003
No.1154: 0.190735, 5.3000000000000025, 5.200000000000003
No.1155: 0.183451, 5.400000000000003, 5.200000000000003
No.1156: 0.178183, 5.5000000000000036, 5.200000000000003
No.1157: 0.174309, 5.600000000000003, 5.200000000000003
No.1158: 0.17207, 5.700000000000003, 5.200000000000003
No.1159: 0.17153, 5.800000000000003, 5.200000000000003
No.1160: 0.17252, 5.900000000000004, 5.200000000000003
No.1161: 0.174528, 6.0000000000000036, 5.200000000000003
No.1162: 0.177064, 6.100000000000003, 5.200000000000003
No.1163: 0.179799, 6.200000000000004, 5.200000000000003
No.1164: 0.183171, 6.300000000000004, 5.200000000000003
No.1165: 0.187853, 6.400000000000004, 5.200000000000003
No.1166: 0.192862, 6.5000000000000036, 5.200000000000003
No.1167: 0.198399, 6.600000000000004, 5.200000000000003
No.1168: 0.20468, 6.700000000000005, 5.200000000000003
No.1169: 0.211213, 6.800000000000004, 5.200000000000003
No.1170: 0.218142, 6.900000000000004, 5.200000000000003
No.1171: 0.225455, 7.000000000000004, 5.200000000000003
No.1172: 0.232964, 7.100000000000005, 5.200000000000003
No.1173: 0.24075, 7.200000000000005, 5.200000000000003
No.1174: 0.24899, 7.300000000000004, 5.200000000000003
No.1175: 0.25751, 7.400000000000005, 5.200000000000003
No.1176: 0.266615, 7.500000000000005, 5.200000000000003
No.1177: 0.276385, 7.600000000000005, 5.200000000000003
No.1178: 0.286253, 7.700000000000005, 5.200000000000003
No.1179: 0.294849, 7.800000000000005, 5.200000000000003
No.1180: 0.30226, 7.900000000000006, 5.200000000000003
No.1181: 0.309423, 8.000000000000005, 5.200000000000003
No.1182: 0.316491, 8.100000000000005, 5.200000000000003
No.1183: 0.316491, 8.200000000000006, 5.200000000000003
No.1184: 0.314482, 8.300000000000006, 5.200000000000003
No.1185: 0.314237, 8.400000000000006, 5.200000000000003
No.1186: 0.318993, 8.500000000000005, 5.200000000000003
No.1187: 0.327797, 8.600000000000005, 5.200000000000003
No.1188: 0.327869, 8.700000000000006, 5.200000000000003
No.1189: 0.332881, 8.800000000000006, 5.200000000000003
No.1190: 0.339754, 8.900000000000006, 5.200000000000003

No.1191: 1.848826, 2.0, 5.400000000000003
No.1192: 1.814684, 2.1, 5.400000000000003
No.1193: 1.761037, 2.2, 5.400000000000003
No.1194: 1.691506, 2.3000000000000003, 5.400000000000003
No.1195: 1.615054, 2.4000000000000004, 5.400000000000003
No.1196: 1.519808, 2.5000000000000004, 5.400000000000003
No.1197: 1.37081, 2.6000000000000005, 5.400000000000003
No.1198: 1.042079, 2.7000000000000006, 5.400000000000003
No.1199: 0.83768, 2.8000000000000007, 5.400000000000003
No.1200: 0.634579, 2.900000000000001, 5.400000000000003
No.1201: 0.534323, 3.000000000000001, 5.400000000000003
No.1202: 0.465631, 3.100000000000001, 5.400000000000003
No.1203: 0.426474, 3.200000000000001, 5.400000000000003
No.1204: 0.405676, 3.300000000000001, 5.400000000000003
No.1205: 0.38852, 3.4000000000000012, 5.400000000000003
No.1206: 0.372598, 3.5000000000000013, 5.400000000000003
No.1207: 0.356955, 3.6000000000000014, 5.400000000000003
No.1208: 0.341174, 3.7000000000000015, 5.400000000000003
No.1209: 0.325831, 3.8000000000000016, 5.400000000000003
No.1210: 0.310835, 3.9000000000000017, 5.400000000000003
No.1211: 0.295124, 4.000000000000002, 5.400000000000003
No.1212: 0.27823, 4.100000000000001, 5.400000000000003
No.1213: 0.262926, 4.200000000000002, 5.400000000000003
No.1214: 0.249365, 4.3000000000000025, 5.400000000000003
No.1215: 0.238227, 4.400000000000002, 5.400000000000003
No.1216: 0.229076, 4.500000000000002, 5.400000000000003
No.1217: 0.238792, 4.600000000000002, 5.400000000000003
No.1218: 0.251909, 4.700000000000003, 5.400000000000003
No.1219: 0.267775, 4.8000000000000025, 5.400000000000003
No.1220: 0.253276, 4.900000000000002, 5.400000000000003
No.1221: 0.22949, 5.000000000000003, 5.400000000000003
No.1222: 0.210807, 5.100000000000003, 5.400000000000003
No.1223: 0.197514, 5.200000000000003, 5.400000000000003
No.1224: 0.18791, 5.3000000000000025, 5.400000000000003
No.1225: 0.180858, 5.400000000000003, 5.400000000000003
No.1226: 0.17575, 5.5000000000000036, 5.400000000000003
No.1227: 0.172163, 5.600000000000003, 5.400000000000003
No.1228: 0.170255, 5.700000000000003, 5.400000000000003
No.1229: 0.170365, 5.800000000000003, 5.400000000000003
No.1230: 0.171839, 5.900000000000004, 5.400000000000003
No.1231: 0.174272, 6.0000000000000036, 5.400000000000003
No.1232: 0.177031, 6.100000000000003, 5.400000000000003
No.1233: 0.17998, 6.200000000000004, 5.400000000000003
No.1234: 0.184251, 6.300000000000004, 5.400000000000003
No.1235: 0.189142, 6.400000000000004, 5.400000000000003
No.1236: 0.194521, 6.5000000000000036, 5.400000000000003
No.1237: 0.20055, 6.600000000000004, 5.400000000000003
No.1238: 0.207153, 6.700000000000005, 5.400000000000003
No.1239: 0.214066, 6.800000000000004, 5.400000000000003
No.1240: 0.221369, 6.900000000000004, 5.400000000000003
No.1241: 0.228945, 7.000000000000004, 5.400000000000003
No.1242: 0.236808, 7.100000000000005, 5.400000000000003
No.1243: 0.24502, 7.200000000000005, 5.400000000000003
No.1244: 0.253591, 7.300000000000004, 5.400000000000003
No.1245: 0.262609, 7.400000000000005, 5.400000000000003
No.1246: 0.272248, 7.500000000000005, 5.400000000000003
No.1247: 0.282698, 7.600000000000005, 5.400000000000003
No.1248: 0.291778, 7.700000000000005, 5.400000000000003
No.1249: 0.299765, 7.800000000000005, 5.400000000000003
No.1250: 0.307069, 7.900000000000006, 5.400000000000003
No.1251: 0.314253, 8.000000000000005, 5.400000000000003
No.1252: 0.315972, 8.100000000000005, 5.400000000000003
No.1253: 0.314673, 8.200000000000006, 5.400000000000003
No.1254: 0.314115, 8.300000000000006, 5.400000000000003
No.1255: 0.318304, 8.400000000000006, 5.400000000000003
No.1256: 0.326137, 8.500000000000005, 5.400000000000003
No.1257: 0.327631, 8.600000000000005, 5.400000000000003
No.1258: 0.333264, 8.700000000000006, 5.400000000000003
No.1259: 0.34095, 8.800000000000006, 5.400000000000003
No.1260: 0.349905, 8.900000000000006, 5.400000000000003

No.1261: 1.853893, 2.0, 5.600000000000003
No.1262: 1.825504, 2.1, 5.600000000000003
No.1263: 1.775541, 2.2, 5.600000000000003
No.1264: 1.707167, 2.3000000000000003, 5.600000000000003
No.1265: 1.632215, 2.4000000000000004, 5.600000000000003
No.1266: 1.53807, 2.5000000000000004, 5.600000000000003
No.1267: 1.419518, 2.6000000000000005, 5.600000000000003
No.1268: 1.070226, 2.7000000000000006, 5.600000000000003
No.1269: 0.861592, 2.8000000000000007, 5.600000000000003
No.1270: 0.646994, 2.900000000000001, 5.600000000000003
No.1271: 0.536528, 3.000000000000001, 5.600000000000003
No.1272: 0.466408, 3.100000000000001, 5.600000000000003
No.1273: 0.424871, 3.200000000000001, 5.600000000000003
No.1274: 0.404405, 3.300000000000001, 5.600000000000003
No.1275: 0.388029, 3.4000000000000012, 5.600000000000003
No.1276: 0.373065, 3.5000000000000013, 5.600000000000003
No.1277: 0.358086, 3.6000000000000014, 5.600000000000003
No.1278: 0.342903, 3.7000000000000015, 5.600000000000003
No.1279: 0.327632, 3.8000000000000016, 5.600000000000003
No.1280: 0.312746, 3.9000000000000017, 5.600000000000003
No.1281: 0.296213, 4.000000000000002, 5.600000000000003
No.1282: 0.278699, 4.100000000000001, 5.600000000000003
No.1283: 0.262673, 4.200000000000002, 5.600000000000003
No.1284: 0.248599, 4.3000000000000025, 5.600000000000003
No.1285: 0.236928, 4.400000000000002, 5.600000000000003
No.1286: 0.227393, 4.500000000000002, 5.600000000000003
No.1287: 0.238024, 4.600000000000002, 5.600000000000003
No.1288: 0.251566, 4.700000000000003, 5.600000000000003
No.1289: 0.268076, 4.8000000000000025, 5.600000000000003
No.1290: 0.250158, 4.900000000000002, 5.600000000000003
No.1291: 0.226206, 5.000000000000003, 5.600000000000003
No.1292: 0.207765, 5.100000000000003, 5.600000000000003
No.1293: 0.194704, 5.200000000000003, 5.600000000000003
No.1294: 0.194704, 5.3000000000000025, 5.600000000000003
No.1295: 0.178415, 5.400000000000003, 5.600000000000003
No.1296: 0.173555, 5.5000000000000036, 5.600000000000003
No.1297: 0.170178, 5.600000000000003, 5.600000000000003
No.1298: 0.168736, 5.700000000000003, 5.600000000000003
No.1299: 0.16947, 5.800000000000003, 5.600000000000003
No.1300: 0.171436, 5.900000000000004, 5.600000000000003
No.1301: 0.174153, 6.0000000000000036, 5.600000000000003
No.1302: 0.177141, 6.100000000000003, 5.600000000000003
No.1303: 0.18043, 6.200000000000004, 5.600000000000003
No.1304: 0.185378, 6.300000000000004, 5.600000000000003
No.1305: 0.1906, 6.400000000000004, 5.600000000000003
No.1306: 0.196294, 6.5000000000000036, 5.600000000000003
No.1307: 0.202774, 6.600000000000004, 5.600000000000003
No.1308: 0.209689, 6.700000000000005, 5.600000000000003
No.1309: 0.217011, 6.800000000000004, 5.600000000000003
No.1310: 0.224655, 6.900000000000004, 5.600000000000003
No.1311: 0.23248, 7.000000000000004, 5.600000000000003
No.1312: 0.240682, 7.100000000000005, 5.600000000000003
No.1313: 0.24932, 7.200000000000005, 5.600000000000003
No.1314: 0.258247, 7.300000000000004, 5.600000000000003
No.1315: 0.267834, 7.400000000000005, 5.600000000000003
No.1316: 0.278099, 7.500000000000005, 5.600000000000003
No.1317: 0.288208, 7.600000000000005, 5.600000000000003
No.1318: 0.29659, 7.700000000000005, 5.600000000000003
No.1319: 0.304184, 7.800000000000005, 5.600000000000003
No.1320: 0.311545, 7.900000000000006, 5.600000000000003
No.1321: 0.316346, 8.000000000000005, 5.600000000000003
No.1322: 0.315049, 8.100000000000005, 5.600000000000003
No.1323: 0.314261, 8.200000000000006, 5.600000000000003
No.1324: 0.317286, 8.300000000000006, 5.600000000000003
No.1325: 0.323742, 8.400000000000006, 5.600000000000003
No.1326: 0.326976, 8.500000000000005, 5.600000000000003
No.1327: 0.333004, 8.600000000000005, 5.600000000000003
No.1328: 0.341366, 8.700000000000006, 5.600000000000003
No.1329: 0.350702, 8.800000000000006, 5.600000000000003
No.1330: 0.360313, 8.900000000000006, 5.600000000000003

No.1331: 1.853172, 2.0, 5.800000000000003
No.1332: 1.834925, 2.1, 5.800000000000003
No.1333: 1.788666, 2.2, 5.800000000000003
No.1334: 1.721883, 2.3000000000000003, 5.800000000000003
No.1335: 1.649225, 2.4000000000000004, 5.800000000000003
No.1336: 1.556427, 2.5000000000000004, 5.800000000000003
No.1337: 1.441867, 2.6000000000000005, 5.800000000000003
No.1338: 1.10856, 2.7000000000000006, 5.800000000000003
No.1339: 0.884855, 2.8000000000000007, 5.800000000000003
No.1340: 0.660482, 2.900000000000001, 5.800000000000003
No.1341: 0.538906, 3.000000000000001, 5.800000000000003
No.1342: 0.467278, 3.100000000000001, 5.800000000000003
No.1343: 0.422882, 3.200000000000001, 5.800000000000003
No.1344: 0.402679, 3.300000000000001, 5.800000000000003
No.1345: 0.387093, 3.4000000000000012, 5.800000000000003
No.1346: 0.373072, 3.5000000000000013, 5.800000000000003
No.1347: 0.358832, 3.6000000000000014, 5.800000000000003
No.1348: 0.344195, 3.7000000000000015, 5.800000000000003
No.1349: 0.32925, 3.8000000000000016, 5.800000000000003
No.1350: 0.314457, 3.9000000000000017, 5.800000000000003
No.1351: 0.297294, 4.000000000000002, 5.800000000000003
No.1352: 0.279151, 4.100000000000001, 5.800000000000003
No.1353: 0.262602, 4.200000000000002, 5.800000000000003
No.1354: 0.247857, 4.3000000000000025, 5.800000000000003
No.1355: 0.235775, 4.400000000000002, 5.800000000000003
No.1356: 0.226272, 4.500000000000002, 5.800000000000003
No.1357: 0.237026, 4.600000000000002, 5.800000000000003
No.1358: 0.250861, 4.700000000000003, 5.800000000000003
No.1359: 0.267923, 4.8000000000000025, 5.800000000000003
No.1360: 0.247171, 4.900000000000002, 5.800000000000003
No.1361: 0.223162, 5.000000000000003, 5.800000000000003
No.1362: 0.204942, 5.100000000000003, 5.800000000000003
No.1363: 0.192168, 5.200000000000003, 5.800000000000003
No.1364: 0.18282, 5.3000000000000025, 5.800000000000003
No.1365: 0.176224, 5.400000000000003, 5.800000000000003
No.1366: 0.17147, 5.5000000000000036, 5.800000000000003
No.1367: 0.168394, 5.600000000000003, 5.800000000000003
No.1368: 0.167576, 5.700000000000003, 5.800000000000003
No.1369: 0.168739, 5.800000000000003, 5.800000000000003
No.1370: 0.171207, 5.900000000000004, 5.800000000000003
No.1371: 0.174063, 6.0000000000000036, 5.800000000000003
No.1372: 0.177232, 6.100000000000003, 5.800000000000003
