# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      29.263442     -485.372557        3.081592 -20 
      31.458200     -485.379544        3.156782 -14 
      32.921372     -485.382371        3.204985 -10 
      33.652958     -485.383344        3.228552 -8 
      34.384544     -485.384068        3.251780 -6 
      35.116130     -485.384568        3.274680 -4 
      35.847716     -485.384863        3.297265 -2 
      36.213509     -485.386167        3.308442 -1 
      36.579302     -485.386172        3.319544 0 
      36.945095     -485.386129        3.330573 1 
      37.310888     -485.386043        3.341529 2 
      38.042474     -485.385745        3.363228 4 
      38.774060     -485.385299        3.384650 6 
      39.505646     -485.384719        3.405805 8 
      40.237232     -485.384019        3.426700 10 
      41.700404     -485.382304        3.467742 14 
      43.895162     -485.379093        3.527542 20 
      46.089921     -485.375283        3.585381 26 
