# V(Angstrom^3), Etot(Ry), La(Angstrom), dV(%)
      26.962880     -587.229637        2.998625 -20 
      28.985096     -587.235805        3.071790 -14 
      30.333240     -587.238427        3.118695 -10 
      31.007312     -587.239367        3.141628 -8 
      31.681384     -587.240079        3.164230 -6 
      32.355456     -587.240582        3.186514 -4 
      33.029528     -587.240885        3.208491 -2 
      33.366564     -587.240967        3.219367 -1 
      33.703600     -587.241002        3.230170 0 
      34.040636     -587.240994        3.240902 1 
      34.377672     -587.240945        3.251563 2 
      35.051744     -587.240730        3.272677 4 
      35.725816     -587.240360        3.293523 6 
      36.399888     -587.239851        3.314108 8 
      37.073960     -587.239213        3.334441 10 
      38.422104     -587.237597        3.374378 14 
      40.444320     -587.234459        3.432568 20 
      42.466536     -587.230654        3.488850 26 
